SA1_Code,Suburb,District,best_straight_200m_weekday_peak,best_straight_200m_weekday_offpeak,best_straight_200m_saturday,best_straight_200m_sunday,best_straight_400m_weekday_peak,best_straight_400m_weekday_offpeak,best_straight_400m_saturday,best_straight_400m_sunday,best_straight_600m_weekday_peak,best_straight_600m_weekday_offpeak,best_straight_600m_saturday,best_straight_600m_sunday,best_straight_800m_weekday_peak,best_straight_800m_weekday_offpeak,best_straight_800m_saturday,best_straight_800m_sunday,best_walking_200m_weekday_peak,best_walking_200m_weekday_offpeak,best_walking_200m_saturday,best_walking_200m_sunday,best_walking_400m_weekday_peak,best_walking_400m_weekday_offpeak,best_walking_400m_saturday,best_walking_400m_sunday,best_walking_600m_weekday_peak,best_walking_600m_weekday_offpeak,best_walking_600m_saturday,best_walking_600m_sunday,best_walking_800m_weekday_peak,best_walking_800m_weekday_offpeak,best_walking_800m_saturday,best_walking_800m_sunday
80101100216,Belconnen,Belconnen,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,122.4,52.375,60.0,120.0,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100217,Belconnen,Belconnen,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,,,,,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100218,Belconnen,Belconnen,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100219,Belconnen,Belconnen,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,,,,,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100220,Belconnen,Belconnen,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100221,Belconnen,Belconnen,,,,,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,,,,,,,,,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100222,Belconnen,Belconnen,122.4,52.375,60.0,120.0,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100223,Belconnen,Belconnen,,,,,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,,,,,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628
80101100224,Belconnen,Belconnen,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,,,,,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100225,Belconnen,Belconnen,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,8.986301369863014,4.8023255813953485,9.908256880733944,9.94186046511628,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185,14.304347826086955,5.859154929577465,11.88888888888889,19.627906976744185
80101100301,Bruce,Belconnen,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
80101100304,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100306,Bruce,Belconnen,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,6.0,,
80101100307,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100308,Bruce,Belconnen,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,
80101100309,Bruce,Belconnen,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
80101100310,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100311,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100312,Bruce,Belconnen,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
80101100314,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100315,Bruce,Belconnen,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
80101100316,Bruce,Belconnen,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
80101100317,Bruce,Belconnen,,,,,,6.0,,,,6.0,,,,6.0,,,,,,,,,,,,6.0,,,,6.0,,
80101100318,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100319,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100320,Bruce,Belconnen,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,6.0,,
80101100321,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100322,Bruce,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100401,Charnwood,Belconnen,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516
80101100402,Charnwood,Belconnen,,,,,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,,,,,,,,
80101100403,Charnwood,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100404,Charnwood,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100405,Charnwood,Belconnen,,,,,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,,,,,,,,
80101100406,Charnwood,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100408,Charnwood,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100409,Charnwood,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100501,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100502,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100503,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100504,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100505,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100506,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100507,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100508,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100509,Cook,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100602,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100604,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100605,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100606,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100607,Dunlop,Belconnen,,,,,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,,,,,,,,
80101100608,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100609,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100610,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100611,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100612,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100613,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100614,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100615,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100616,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100617,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100618,Dunlop,Belconnen,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516
80101100619,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100620,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100621,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100622,Dunlop,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100623,Dunlop,Belconnen,,,,,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,,,,,,,,
80101100701,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100702,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100703,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100704,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100705,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100706,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100707,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100708,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100709,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100710,Evatt,Belconnen,,,,,,,,,27.25,10.073170731707316,21.14,24.0,27.25,10.073170731707316,21.14,24.0,,,,,,,,,,,,,27.25,10.073170731707316,21.14,24.0
80101100711,Evatt,Belconnen,,,,,,,,,27.25,10.073170731707316,21.14,24.0,27.25,10.073170731707316,21.14,24.0,,,,,,,,,,,,,27.25,10.073170731707316,21.14,24.0
80101100712,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100713,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100714,Evatt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100801,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100802,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100803,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100804,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100805,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100806,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100807,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100808,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100809,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100810,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100811,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100812,Florey,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100901,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100902,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100903,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100904,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100905,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100906,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100907,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100908,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100909,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101100910,Flynn (ACT),Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101001,Fraser,Belconnen,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516
80101101002,Fraser,Belconnen,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,,,,,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516,22.551724137931036,9.409090909090908,20.84,23.515151515151516
80101101003,Fraser,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101004,Fraser,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101005,Fraser,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101101,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101102,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101103,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101104,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101105,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101106,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101107,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101108,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101109,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101110,Giralang,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101202,Gooromon,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101203,Gooromon,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101301,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101302,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101303,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101304,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101305,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101306,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101307,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101308,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101309,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101310,Hawker,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101401,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101402,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101403,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101404,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101405,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101406,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101407,Higgins,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101502,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101503,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101504,Holt,Belconnen,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176
80101101505,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101506,Holt,Belconnen,,,,,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,,,,,,,,
80101101508,Holt,Belconnen,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176
80101101509,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101510,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101511,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101512,Holt,Belconnen,,,,,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,,,,,,,,
80101101513,Holt,Belconnen,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176
80101101514,Holt,Belconnen,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176
80101101515,Holt,Belconnen,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176
80101101516,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101517,Holt,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101601,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101602,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101603,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101604,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101605,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101606,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101607,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101608,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101609,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101610,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101611,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101612,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101613,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101614,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101615,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101616,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101617,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101618,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101619,Kaleen,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101701,Latham,Belconnen,,,,,,,,,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,17.37837837837838,7.618181818181818,14.914285714285716,18.782608695652176,,,,,,,,,,,,,,,,
80101101702,Latham,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101703,Latham,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101704,Latham,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101705,Latham,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101706,Latham,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101101707,Latham,Belconnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
