FID,la_s_code,local_authority,uprn,address,url,opening_hours,facilities,sh_date_uploaded,sh_src,sh_src_id
pub_lib.121,S12000041,Angus,117079947,"ANGUS COUNCIL, HUNTER LIBRARY, RESTENNETH PRIORY, ACCESS FROM B9113 TO RESTENNETH MUSEUM AND LIBRARY PRIOR HOUSE AND RESTENNETH PRIORY, RESTENNETH, FORFAR, DD8 2SZ",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,252
pub_lib.122,S12000041,Angus,117081009,"PUBLIC LIBRARY, 21, HIGH STREET, CARNOUSTIE, DD7 6AN",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,249
pub_lib.123,S12000041,Angus,11708247,"PUBLIC LIBRARY, HILL TERRACE, ARBROATH, DD11 1AH",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,253
pub_lib.124,S12000041,Angus,117096491,"ANGUS COUNCIL, PUBLIC LIBRARY, 50-56, WEST HIGH STREET, FORFAR, DD8 1BA",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,250
pub_lib.125,S12000041,Angus,117096713,"PUBLIC LIBRARY, HIGH STREET, MONIFIETH, DD5 4AE",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,257
pub_lib.126,S12000041,Angus,117104705,"PUBLIC LIBRARY, 10, ST NINIAN'S SQUARE, BRECHIN, DD9 7AD",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,251
pub_lib.127,S12000041,Angus,117105311,"ANGUS COUNCIL, PUBLIC LIBRARY, 214, HIGH STREET, MONTROSE, DD10 8PJ",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,254
pub_lib.128,S12000041,Angus,117120174,"PUBLIC LIBRARY, REFORM STREET, KIRRIEMUIR, DD8 4BS",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,256
pub_lib.129,S12000041,Angus,117121843,"ANGUS COUNCIL, THE LIBRARY, 15, THE SQUARE, LETHAM, DD8 2PZ",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,255
pub_lib.130,S12000050,North Lanarkshire,118005692,"CHAPELHALL LIBRARY, 2, HONEYWELL CRESCENT, CHAPELHALL, ML6 8XW",https://culturenl.co.uk/libraries/your-library/chapelhall-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,142
pub_lib.131,S12000050,North Lanarkshire,118017779,"KILSYTH COMMUNITY LIBRARY, BURNGREEN, KILSYTH, G65 0HT",https://culturenl.co.uk/libraries/your-library/kilsyth-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,132
pub_lib.132,S12000050,North Lanarkshire,118020086,"CONDORRAT COMMUNITY LIBRARY, NORTH ROAD, CONDORRAT, CUMBERNAULD, G68 9AE",https://culturenl.co.uk/libraries/your-library/condorrat-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,131
pub_lib.133,S12000050,North Lanarkshire,118025419,"MOODIESBURN LIBRARY, GLENMANOR AVENUE, MOODIESBURN, G69 0DL",https://culturenl.co.uk/libraries/your-library/moodiesburn-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,133
pub_lib.134,S12000050,North Lanarkshire,118039486,"ABRONHILL COMMUNITY LIBRARY, 17, PINE ROAD, ABRONHILL, CUMBERNAULD, G67 3BE",https://culturenl.co.uk/libraries/your-library/abronhill-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,143
pub_lib.135,S12000050,North Lanarkshire,118046564,"CLELAND LIBRARY, MAIN STREET, CLELAND, ML1 5QW",https://culturenl.co.uk/libraries/your-library/cleland-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,134
pub_lib.136,S12000050,North Lanarkshire,118051782,"SHOTTS LIBRARY, BENHAR ROAD, SHOTTS, ML7 5EN",https://culturenl.co.uk/libraries/your-library/shotts-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,136
pub_lib.137,S12000050,North Lanarkshire,118085979,"NEWARTHILL LIBRARY, KIRKHALL ROAD, NEWARTHILL, MOTHERWELL, ML1 5BB",https://culturenl.co.uk/libraries/your-library/newarthill-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,140
pub_lib.138,S12000050,North Lanarkshire,118093836,"WISHAW LIBRARY, KENILWORTH AVENUE, WISHAW, ML2 7LP",https://culturenl.co.uk/libraries/your-library/wishaw-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,141
pub_lib.139,S12000050,North Lanarkshire,118101544,"VIEWPARK LIBRARY, BURNHEAD STREET, VIEWPARK, UDDINGSTON, G71 5AT",https://culturenl.co.uk/libraries/your-library/viewpark-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,139
pub_lib.140,S12000050,North Lanarkshire,118115393,"BELLSHILL CULTURAL CENTRE, JOHN STREET, BELLSHILL, ML4 1RJ",https://culturenl.co.uk/libraries/your-library/bellshill-cultural-centre/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,138
pub_lib.141,S12000050,North Lanarkshire,118138907,"AIRDRIE PUBLIC LIBRARY, WELLWYND, TOWN CENTRE, AIRDRIE, ML6 0AG",https://culturenl.co.uk/libraries/your-library/airdrie-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,137
pub_lib.142,S12000050,North Lanarkshire,118143429,"CUMBERNAULD LIBRARY AND MUSEUM, 8, ALLANDER WALK, CENTRAL WAY, CUMBERNAULD, G67 1EE",https://culturenl.co.uk/libraries/your-library/cumbernauld-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,146
pub_lib.143,S12000050,North Lanarkshire,118181188,"STEPPS LIBRARY, BLENHEIM AVENUE, STEPPS, G33 6FH",https://culturenl.co.uk/libraries/your-library/stepps-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,144
pub_lib.144,S12000050,North Lanarkshire,11818119,"NEW STEVENSTON LIBRARY, CORONATION ROAD EAST, NEW STEVENSTON, MOTHERWELL, ML1 4HX",https://culturenl.co.uk/libraries/your-library/new-stevenston-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,149
pub_lib.145,S12000050,North Lanarkshire,118181246,"BUCHANAN CENTRE, 126, MAIN STREET, COATBRIDGE, ML5 3BJ",https://culturenl.co.uk/libraries/your-library/coatbridge-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,148
pub_lib.146,S12000050,North Lanarkshire,118190303,"CHRYSTON LIBRARY, CHRYSTON CULTURAL CENTRE, LINDSAYBEG ROAD, CHRYSTON, G69 9DW",https://culturenl.co.uk/libraries/your-library/chryston-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,145
pub_lib.147,S12000050,North Lanarkshire,118192088,"NEWMAINS LIBRARY, 11, MANSE ROAD, NEWMAINS, ML2 9AX",https://culturenl.co.uk/libraries/your-library/newmains-library/,,,2025-10-23,90de9621-d8c3-4565-92da-efa06d7de6c5,147
pub_lib.148,S12000018,Inverclyde,119000076,"INVERCLYDE COUNCIL, GOUROCK LIBRARY, 9, KEMPOCK PLACE, GOUROCK, PA19 1QU",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,100
pub_lib.149,S12000018,Inverclyde,119000386,"SOUTH WEST LIBRARY, 159, INVERKIP ROAD, GREENOCK, PA16 9HG",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,101
pub_lib.150,S12000018,Inverclyde,119001911,"INVERCLYDE COUNCIL, PORT GLASGOW LIBRARY, 12, FORE STREET, PORT GLASGOW, PA14 5EQ",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,103
pub_lib.151,S12000018,Inverclyde,119051981,"INVERCLYDE COUNCIL, SCHOOL BOARD BUILDING, KILMACOLM LIBRARY, LOCHWINNOCH ROAD, KILMACOLM, PA13 4LE",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,104
pub_lib.152,S12000018,Inverclyde,119052799,"INVERCLYDE COUNCIL, INVERKIP AND WEMYSS BAY LIBRARY, ARDGOWAN ROAD, WEMYSS BAY, PA18 6DP",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,105
pub_lib.153,S12000018,Inverclyde,119054958,"INVERCLYDE COUNCIL LIBRARIES, LEVEL 0-1 CENTRAL LIBRARY, CENTRAL LIBRARY, 7, WALLACE PLACE, GREENOCK, PA15 1JB",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,106
pub_lib.154,S12000019,Midlothian,120007596,"ROSLIN LIBRARY, 9, MAIN STREET, ROSLIN, EH25 9LD",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,129
pub_lib.155,S12000019,Midlothian,120013849,"LASSWADE HIGH SCHOOL, 11, ESKDALE DRIVE, BONNYRIGG, EH19 2LA",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,134
pub_lib.156,S12000019,Midlothian,120021589,"DALKEITH LIBRARY AND ARTS CENTRE, 2, WHITE HART STREET, DALKEITH, EH22 1AE",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,133
pub_lib.157,S12000019,Midlothian,1200317,"PENICUIK LIBRARY, 3, BELLMAN'S ROAD, PENICUIK, EH26 9EP",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,130
pub_lib.158,S12000019,Midlothian,120032472,"MAYFIELD LIBRARY, STONE AVENUE, MAYFIELD, DALKEITH, EH22 5PB",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,128
pub_lib.159,S12000019,Midlothian,120036245,"NEWTONGRANGE LIBRARY, ST DAVIDS, NEWTONGRANGE, EH22 4LG",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,132
pub_lib.160,S12000019,Midlothian,120036246,"MIDLOTHIAN COUNCIL, GOREBRIDGE LIBRARY, 90, HUNTERFIELD ROAD, GOREBRIDGE, EH23 4TT",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,136
pub_lib.161,S12000019,Midlothian,120036551,"DANDERHALL LIBRARY, NEWTON CHURCH ROAD, DANDERHALL, EH22 1QD",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,131
pub_lib.162,S12000019,Midlothian,120037955,"RECORDS CENTRE, 80B, HIGH STREET, BONNYRIGG, EH19 2AE",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,127
pub_lib.163,S12000030,Stirling,122000857,"LIBRARY, MAIN STREET, KILLIN, FK21 8UW",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,19
pub_lib.164,S12000030,Stirling,12200261,"STIRLING COUNCIL DOUNE LIBRARY, 5, MAIN STREET, DOUNE, FK16 6BJ",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,27
pub_lib.165,S12000030,Stirling,122005686,"LIBRARY, HIGH STREET, DUNBLANE, FK15 0ER",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,22
pub_lib.166,S12000030,Stirling,122007046,"LIBRARY, THE SQUARE, DRYMEN, G63 0BL",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,13
pub_lib.167,S12000030,Stirling,122008241,"LIBRARY, 71, BUCHANAN STREET, BALFRON, G63 0TW",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,18
pub_lib.168,S12000030,Stirling,122009546,"LIBRARY, KIRKBURN ROAD, STRATHBLANE, G63 9ED",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,25
pub_lib.169,S12000030,Stirling,122016254,"LIBRARY, SUNNYBANK ROAD, STIRLING, FK7 0DB",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,20
pub_lib.170,S12000030,Stirling,122031796,"LIBRARY, GREENACRE PLACE, BANNOCKBURN, FK7 8PA",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,16
pub_lib.171,S12000030,Stirling,122032189,"LIBRARY, 36, MAIN STREET, PLEAN, FK7 8BS",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,24
pub_lib.172,S12000030,Stirling,122033296,"LIBRARY, BURNS TERRACE, COWIE, FK7 7BS",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,17
pub_lib.173,S12000030,Stirling,122035252,"LIBRARY, ST NINIANS ROAD, CAMBUSBARRON, FK7 9NU",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,21
pub_lib.174,S12000030,Stirling,122035697,"LIBRARY, SOUTH CHURCH STREET, CALLANDER, FK17 8BN",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,23
pub_lib.175,S12000030,Stirling,122041633,"LIBRARY, FOUNTAIN ROAD, BRIDGE OF ALLAN, FK9 4AT",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,12
pub_lib.176,S12000030,Stirling,122043392,"LIBRARY 8A THE SQUARE, MAIN STREET, FALLIN, FK7 7JE",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,15
pub_lib.177,S12000030,Stirling,122044012,"CENTRAL LIBRARY, 19, CORN EXCHANGE ROAD, STIRLING, FK8 2HX",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,14
pub_lib.178,S12000030,Stirling,122058862,"COLLEGE, RAPLOCH COMMUNITY CAMPUS, DRIP ROAD, RAPLOCH, STIRLING, FK8 1SD",,,,2025-10-23,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,26
pub_lib.179,S12000038,Renfrewshire,123001135,"RENFREWSHIRE COUNCIL, BISHOPTON LIBRARY, 11, GREENOCK ROAD, BISHOPTON, PA7 5JW",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,121
pub_lib.180,S12000038,Renfrewshire,123007802,"RENFREWSHIRE COUNCIL, ERSKINE LIBRARY, BRIDGEWATER SHOPPING CENTRE, BRIDGEWATER PLACE, ERSKINE, PA8 7AA",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,122
pub_lib.181,S12000038,Renfrewshire,123033863,"RENFREWSHIRE COUNCIL, LOCHWINNOCH LIBRARY, 51, HIGH STREET, LOCHWINNOCH, PA12 4AB",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,124
pub_lib.182,S12000038,Renfrewshire,123039216,"RENFREWSHIRE COUNCIL, FERGUSLIE PARK LIBRARY, THE TANNAHILL CENTRE, 76, BLACKSTOUN ROAD, PAISLEY, PA3 1NT",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,125
pub_lib.183,S12000038,Renfrewshire,123083427,"RENFREWSHIRE COUNCIL, RENFREW LIBRARY, PAISLEY ROAD, RENFREW, PA4 8LJ",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,115
pub_lib.184,S12000038,Renfrewshire,123091336,"RENFREWSHIRE COUNCIL, FOXBAR LIBRARY, IVANHOE ROAD, PAISLEY, PA2 0JZ",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,116
pub_lib.185,S12000038,Renfrewshire,123092247,"RENFREWSHIRE COUNCIL, RALSTON LIBRARY, RALSTON COMMUNITY CENTRE, ALLANTON AVENUE, PAISLEY, PA1 3BL",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,117
pub_lib.186,S12000038,Renfrewshire,123092554,"RENFREWSHIRE COUNCIL, GLENBURN LIBRARY, FAIRWAY AVENUE, PAISLEY, PA2 8DX",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,118
pub_lib.187,S12000038,Renfrewshire,123105457,"RENFREWSHIRE COUNCIL, BRIDGE OF WEIR LIBRARY, CARGILL HALL, LINTWHITE CRESCENT, BRIDGE OF WEIR, PA11 3LJ",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,119
pub_lib.188,S12000038,Renfrewshire,123106879,"RENFREWSHIRE COUNCIL, TWEEDIE HALL AND LINWOOD LIBRARY, 15, BRIDGE STREET, LINWOOD, PAISLEY, PA3 3DB",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,123
pub_lib.189,S12000038,Renfrewshire,123107649,"RENFREWSHIRE COUNCIL, MAIN BUILDING, JOHNSTONE TOWN HALL, 25, CHURCH STREET, JOHNSTONE, PA5 8FA",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,120
pub_lib.190,S12000048,Perth and Kinross,124029056,"COMRIE LIBRARY, DRUMMOND STREET, COMRIE, PH6 2DS",https://www.culturepk.org.uk/your-local-library/comrie-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,80
pub_lib.191,S12000048,Perth and Kinross,124031464,"PITLOCHRY LIBRARY, 26, ATHOLL ROAD, PITLOCHRY, PH16 5BX",https://www.culturepk.org.uk/your-local-library/pitlochry-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,81
pub_lib.192,S12000048,Perth and Kinross,124031464,"PITLOCHRY LIBRARY, 26, ATHOLL ROAD, PITLOCHRY, PH16 5BX",https://www.culturepk.org.uk/your-local-library/pitlochry-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,82
pub_lib.193,S12000048,Perth and Kinross,124033153,"ALYTH LIBRARY, 23, AIRLIE STREET, ALYTH, PH11 8AH",https://www.culturepk.org.uk/your-local-library/alyth-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,83
pub_lib.194,S12000048,Perth and Kinross,124035239,"AK BELL LIBRARY, 2-8, YORK PLACE, PERTH, PH2 8EP",https://www.culturepk.org.uk/your-local-library/ak-bell-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,84
pub_lib.195,S12000048,Perth and Kinross,124035696,"SCONE LIBRARY, SANDY ROAD, SCONE, PH2 6LH",https://www.culturepk.org.uk/your-local-library/scone-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,85
pub_lib.196,S12000048,Perth and Kinross,124057373,"BLAIRGOWRIE LIBRARY, 46A, LESLIE STREET, BLAIRGOWRIE, PH10 6AW",https://www.culturepk.org.uk/your-local-library/blairgowrie-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,86
pub_lib.197,S12000048,Perth and Kinross,124066782,"INNERPEFFRAY LIBRARY, B8062 FROM BROICH ROAD TO THE C457 AT KINKELL COTTAGE, CRIEFF, PH7 3RF",http://www.innerpeffraylibrary.co.uk/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,87
pub_lib.198,S12000048,Perth and Kinross,1240916,"AUCHTERARDER LIBRARY, CHAPEL WYND, AUCHTERARDER, PH3 1BL",https://www.culturepk.org.uk/your-local-library/auchterarder-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,88
pub_lib.199,S12000048,Perth and Kinross,124092355,"COMMUNITY LIBRARY, BREADALBANE COMMUNITY CAMPUS, CRIEFF ROAD, ABERFELDY, PH15 2FJ",https://www.culturepk.org.uk/your-local-library/breadalbane-community-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,89
pub_lib.200,S12000048,Perth and Kinross,124092358,"COMMUNITY LIBRARY, STRATHEARN COMMUNITY CAMPUS, PITTENZIE ROAD, CRIEFF, PH7 3RS",https://www.culturepk.org.uk/your-local-library/strathearn-community-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,90
pub_lib.201,S12000048,Perth and Kinross,124092362,"COMMUNITY LIBRARY, LOCH LEVEN COMMUNITY CAMPUS, MUIRS, KINROSS, KY13 8FQ",https://www.culturepk.org.uk/your-local-library/loch-leven-community-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,91
pub_lib.202,S12000048,Perth and Kinross,124094739,"BIRNAM LIBRARY, STATION ROAD, BIRNAM, PH8 0DS",https://www.culturepk.org.uk/your-local-library/birnam-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,92
pub_lib.203,S12000048,Perth and Kinross,1240989,"COMMUNITY LIBRARY, NORTH INCH COMMUNITY CAMPUS, GOWANS TERRACE, PERTH, PH1 5BF",https://www.culturepk.org.uk/your-local-library/north-inch-community-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,93
pub_lib.204,S12000048,Perth and Kinross,124102817,"PUBLIC LIBRARY, COUPAR ANGUS TOWN HALL, UNION STREET, COUPAR ANGUS, PH13 9AE",https://www.culturepk.org.uk/your-local-library/coupar-angus-library/,,,2025-10-23,d47d8f97-04d7-4b6c-8a47-0f101a003602,94
pub_lib.205,S12000021,North Ayrshire,126002116,"SKELMORLIE COMMUNITY CENTRE, SKELMORLIE CASTLE ROAD, SKELMORLIE, PA17 5AH",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,Tue 1pm-6.30pm; Thur 10.30am-4.00pm and Fri 1pm-5.00pm,"WIFI Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Children's website - Book Sp@ce , Past Papers., Other Facilities: study area and photocopying., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,125
pub_lib.206,S12000021,North Ayrshire,126013407,"NORTH AYRSHIRE HERITAGE CENTRE, MANSE STREET, SALTCOATS, KA21 5HB",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Monday-Friday 9.30 -1.00, 2.00 - 5.00, Saturday 10.00 - 1.00, 2.00 - 5.00.","Wifi, Collections of books, pamphlets, directories, maps, postcards, photographs, newspapers and an extensive archive collection all pertaining to Ayrshire and Scotland.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,118
pub_lib.222,S12000008,East Ayrshire,127023106,"EAST AYRSHIRE COUNCIL, DRONGAN PRIMARY SCHOOL, MILLMANNOCH AVENUE, DRONGAN, KA6 7BY",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,205
pub_lib.223,S12000008,East Ayrshire,12703024,"4, CASTLE STREET, MAUCHLINE, KA5 5BZ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,204
pub_lib.224,S12000008,East Ayrshire,127034007,"EAST AYRSHIRE COUNCIL, GALSTON COMMUNITY LIBRARY AND LOCAL OFFICE, 24, HENRIETTA STREET, GALSTON, KA4 8HQ",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,200
pub_lib.207,S12000021,North Ayrshire,126038629,"IRVINE LIBRARY, 168, HIGH STREET, IRVINE, KA12 8AN",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Fri 9 -5.30; Tues, 9-7; Weds 9.30-12.30; Thurs 9-7; Sat 10-4., Sun: Closed","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access. Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Homework club meets every Monday 3.45-5pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: study areas, exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,115
pub_lib.208,S12000021,North Ayrshire,126056324,"FAIRLIE LIBRARY, MAIN ROAD, FAIRLIE, KA29 0AD",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,Tues 2-7; Fri 10-2.,"WIFI, Books, CDs, DVDs, computer games and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Other Facilities: toilets., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,120
pub_lib.209,S12000021,North Ayrshire,126057462,"GARRISON HOUSE, THE GARRISON, MILLPORT, KA28 0DE",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon 1-5pm Tues 1-7.30pm; Wed/Thurs CLOSED, Fri 10-1pm, 2-5pm , Sat 10 - 12 pm (library service only)","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Adult Book Group meets one Tuesday and one Thursday each month at 6.30pm., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Free access to Grid Club website. , Other Facilities: study area and photocopying., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,117
pub_lib.210,S12000021,North Ayrshire,126059849,"WEST KILBRIDE LIBRARY, HALFWAY STREET, WEST KILBRIDE, KA23 9EQ",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5pm; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Adult Book group meets on Tuesdays each month at 10.30am., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Free access to Grid Club website. , Past Papers., Homework Club meets every Friday at 3.45-4.45pm during term time., Other Facilities: public information screens; study area; exhibition space; disabled access; toilets and photocopying., Please contact library staff for more information on any of the above.",2025-10-23,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,119
