SA1_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
80108109303,0,0,0,0,13,6,4,7,0,25,7,0,3,4,10,10,0,7,0,37,0,4,0,0,7,0,0,0,0,19,0,0,0,3,0,0,0,0,0,10,0,0,3,0,3,4,3,0,0,12,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,7,16,6,12,36,27,8,19,0,131,5,0,0,5,9,8,0,4,0,28,5,3,5,0,12,10,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,5,0,0,0,15,4,0,3,0,7,10,0,0,0,19,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,12,20,13,13,32,30,5,3,0,123
80108109304,0,0,0,0,4,15,5,10,0,39,5,0,6,6,21,17,7,7,3,73,0,4,7,0,13,8,3,4,0,37,5,6,0,0,0,4,0,0,0,19,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,3,9,22,14,17,40,58,19,32,7,204,4,0,0,4,11,17,3,5,0,44,8,3,5,10,18,10,6,4,0,66,3,0,0,0,0,0,0,0,0,4,0,8,7,3,0,0,0,0,0,25,5,5,11,7,13,9,0,0,0,43,0,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,31,31,29,45,29,15,19,0,211
80108109305,0,4,0,0,11,11,0,3,0,34,0,0,0,0,8,15,0,6,0,41,0,0,3,0,9,5,6,10,0,34,0,0,0,5,3,4,0,0,0,15,0,0,0,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,7,8,32,48,11,24,0,147,5,0,0,3,6,0,3,3,0,28,4,3,8,3,10,11,4,3,0,54,0,0,0,0,0,0,0,0,0,0,0,11,4,3,6,5,0,0,0,24,0,0,7,4,12,0,0,0,0,27,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,13,23,22,14,39,16,8,11,0,146
80108109306,4,0,0,0,4,8,9,8,0,30,0,4,4,8,9,15,5,8,0,55,0,0,0,0,0,9,0,6,0,16,0,5,6,0,3,3,0,4,0,17,0,0,0,0,7,3,0,0,0,13,0,8,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,8,0,0,4,0,0,0,0,0,3,3,4,21,12,7,35,44,24,21,3,169,0,0,3,3,7,6,0,4,0,24,10,4,3,5,12,8,3,4,0,51,0,0,6,0,0,0,0,0,0,3,0,5,5,3,0,0,0,3,0,18,0,0,9,0,13,9,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,14,23,13,37,29,11,10,0,146
80108109401,0,6,0,0,3,3,7,3,0,21,0,0,0,4,16,10,8,4,0,40,0,0,3,0,4,3,0,0,0,18,0,0,0,0,6,5,0,3,0,10,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,12,4,8,30,24,10,13,0,109,0,0,0,3,4,3,5,4,0,15,0,0,6,0,13,8,0,8,0,37,0,0,0,0,0,3,0,0,0,8,0,6,0,0,5,0,0,0,0,13,3,0,4,0,9,3,0,0,0,19,0,10,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,17,13,11,34,18,5,11,5,108
80108109402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109403,0,0,0,0,6,4,0,0,0,12,0,0,0,0,6,3,0,4,0,18,0,0,0,0,6,3,0,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,18,19,3,4,0,60,0,0,0,6,5,6,0,3,0,18,0,3,0,0,3,10,0,0,0,22,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,11,4,0,0,0,23,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,7,6,23,19,5,3,0,75
80108109404,0,3,0,0,10,6,0,13,0,42,9,3,7,5,20,16,6,3,0,53,0,0,0,0,8,13,3,4,0,26,0,0,5,0,0,4,3,0,0,11,0,0,0,0,0,4,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,9,0,0,0,0,0,4,0,0,4,11,5,11,11,10,37,57,10,21,8,163,8,3,7,0,11,4,3,4,0,41,4,12,7,7,14,23,0,9,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,13,3,5,6,4,5,3,4,3,0,30,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,16,24,29,14,37,41,10,14,0,185
80108109405,0,0,5,0,10,9,0,4,0,27,0,5,6,4,13,16,7,8,0,54,0,0,0,0,8,4,0,0,0,15,0,0,5,0,0,0,0,0,0,9,0,0,0,0,7,0,0,3,0,14,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,11,7,4,35,36,18,18,0,143,0,0,0,9,6,4,0,7,0,28,3,4,8,6,11,7,0,3,0,48,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,12,0,8,4,0,18,3,4,0,0,35,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,6,25,22,19,37,21,5,11,0,144
80108109406,0,0,0,3,3,9,5,3,0,19,4,0,0,4,10,11,7,3,0,37,0,0,3,0,0,10,0,0,0,23,0,0,0,4,0,3,0,0,0,10,3,0,0,0,0,0,0,4,0,9,0,3,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,8,0,0,7,0,5,3,4,0,0,20,0,0,0,0,0,0,0,0,0,8,3,13,12,10,33,35,13,18,5,139,0,0,0,5,10,14,0,5,0,27,0,0,3,3,7,9,0,3,0,38,0,0,0,0,0,0,0,0,0,8,0,5,7,0,3,0,0,0,0,11,0,0,0,5,9,3,0,0,0,17,3,0,4,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,10,8,16,19,16,34,25,5,7,5,130
80108109407,0,0,0,0,6,7,3,3,0,21,0,6,0,0,3,6,3,3,0,21,0,0,0,0,0,9,0,5,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,11,4,3,16,36,6,15,3,90,0,0,4,3,4,5,0,0,0,20,0,4,3,7,5,5,3,5,0,41,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,3,4,13,3,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,15,14,14,25,12,8,7,0,101
80108109501,0,0,0,0,0,0,0,3,0,10,0,0,0,3,7,9,0,0,0,19,0,0,0,0,0,3,0,6,0,18,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,8,0,9,17,15,8,14,0,73,4,0,0,0,0,0,0,0,0,8,0,0,3,0,6,5,3,4,0,22,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,18,0,0,0,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,8,12,5,3,13,0,66
80108109502,0,0,0,0,0,5,0,10,0,18,0,0,0,0,8,9,0,6,0,30,0,0,0,0,0,9,0,3,0,9,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,20,29,9,17,0,81,0,4,0,3,3,0,0,4,0,14,0,6,8,4,8,8,6,4,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,8,6,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,11,10,21,18,5,6,0,92
80108109503,0,0,0,0,3,3,0,0,0,16,0,0,4,0,5,4,0,0,0,16,0,0,0,0,3,4,0,0,0,11,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,5,0,20,16,3,9,0,61,0,0,0,0,3,0,0,0,0,11,5,3,0,0,4,7,0,0,0,24,0,0,0,0,5,0,0,0,0,3,0,7,0,4,3,0,0,0,0,9,0,5,0,6,0,5,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,3,10,15,18,3,4,0,71
80108109504,0,0,0,0,4,9,0,6,0,13,0,0,3,6,10,3,0,6,0,26,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,11,12,8,18,22,9,9,0,89,0,0,0,0,4,5,3,0,0,13,3,0,5,0,0,8,0,3,0,28,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,3,4,6,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,19,10,5,19,15,3,3,0,82
80108109505,0,0,0,0,0,12,0,4,0,18,0,0,0,4,3,11,0,6,0,28,0,5,0,6,8,4,0,4,0,22,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,3,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,10,12,14,21,34,9,18,0,113,0,0,0,3,6,3,0,9,0,19,0,6,8,8,9,9,4,3,0,37,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,14,0,4,0,0,8,0,0,0,0,18,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,18,18,7,29,17,5,12,0,114
80108109506,0,0,0,0,0,4,4,0,0,8,0,4,6,0,9,5,8,3,0,31,0,0,0,0,0,6,0,3,0,18,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,7,10,10,16,11,10,9,0,76,3,0,0,0,3,7,4,0,0,20,5,4,3,5,7,5,0,3,0,25,0,0,0,0,4,0,0,0,0,3,0,5,0,0,6,0,0,0,0,8,4,0,0,0,10,7,5,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,10,8,5,28,17,5,3,0,81
80108109507,0,0,0,0,3,0,4,6,0,17,0,3,0,0,8,8,0,4,0,26,0,0,0,0,0,9,0,4,0,20,0,4,0,0,4,0,0,0,0,9,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,12,12,3,14,28,7,12,0,95,0,0,4,0,3,4,0,0,0,15,6,0,3,0,9,0,0,6,0,29,0,3,0,0,0,3,0,0,0,3,0,0,6,0,3,0,0,0,0,7,0,5,5,3,10,9,0,0,0,30,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12,13,8,31,18,8,6,0,96
80108109508,0,3,0,0,3,8,3,3,0,23,0,3,0,4,5,8,3,3,0,38,0,0,0,0,3,5,0,6,0,15,0,5,0,0,4,0,0,0,0,3,0,0,0,0,8,9,0,0,0,12,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,14,3,11,20,34,9,12,0,118,0,0,0,3,9,5,0,0,0,17,6,9,4,4,9,4,6,4,0,50,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,4,0,0,0,20,0,0,11,0,3,3,0,4,0,19,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,18,26,14,21,21,6,13,0,127
80108109509,0,0,0,0,4,3,8,3,0,19,0,0,0,4,8,6,4,4,0,26,0,0,5,0,4,8,4,5,0,26,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,8,17,23,10,14,3,97,0,0,0,0,0,0,0,0,0,8,0,3,5,3,3,14,3,0,0,35,0,0,0,0,4,0,0,0,0,6,0,7,0,0,4,0,3,0,0,14,4,0,3,3,4,7,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,8,11,18,19,8,0,0,87
80108109601,0,0,0,0,3,6,0,3,0,14,0,0,3,0,4,11,0,0,0,24,0,5,0,0,3,4,0,7,0,19,0,7,3,0,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,11,11,3,16,29,10,10,0,89,0,0,0,0,9,5,0,3,0,21,4,5,3,0,9,9,3,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,0,5,0,0,13,5,0,0,0,22,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,14,12,4,24,21,3,8,0,98
80108109602,0,0,0,0,5,12,4,3,0,24,0,7,0,0,3,6,3,3,0,20,0,0,0,3,4,4,0,0,0,15,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,4,16,9,5,14,22,7,13,0,88,0,0,0,0,5,0,0,4,0,19,0,5,3,4,4,9,0,0,0,29,0,0,0,0,3,0,0,0,0,3,0,3,5,4,0,0,0,0,0,15,4,8,4,0,7,0,0,0,0,19,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,9,24,16,6,6,0,85
80108109603,0,0,0,0,3,8,5,4,0,26,0,3,5,0,11,9,0,8,0,45,0,0,0,4,8,7,0,0,0,22,0,0,4,0,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,0,7,0,0,4,6,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,6,0,0,0,0,5,6,13,13,5,32,39,8,18,0,137,0,0,0,3,4,9,0,0,0,15,0,3,9,3,14,3,4,6,0,50,0,0,0,0,3,0,0,0,0,5,0,7,6,0,6,0,0,0,0,26,0,0,0,0,13,3,0,0,0,27,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,16,13,20,44,22,4,14,0,136
80108109604,0,0,0,0,3,5,3,0,0,16,0,0,3,0,5,9,0,0,0,21,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,13,5,0,19,25,3,8,0,80,0,0,0,4,5,3,0,0,0,16,0,0,0,6,6,3,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,10,0,4,4,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,10,10,3,7,0,65
80108109605,0,0,0,3,5,9,0,0,0,20,0,0,0,0,6,5,7,10,0,22,0,0,0,6,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,9,7,12,26,3,15,0,77,0,0,0,5,3,5,0,0,0,20,3,3,4,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,3,0,0,0,20,0,0,0,0,9,0,0,3,0,14,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,24,10,0,6,0,86
80108109701,0,0,3,0,4,8,0,7,0,30,0,0,0,0,3,13,3,3,0,21,0,0,0,0,3,13,5,5,0,19,0,6,0,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,6,3,21,39,9,22,0,106,0,0,0,0,5,4,3,0,0,19,0,0,3,4,9,4,3,3,0,31,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,16,0,0,3,3,10,5,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,18,6,14,26,24,12,8,0,105
80108109702,0,0,5,0,5,10,4,6,0,28,0,3,4,0,9,18,0,4,0,46,0,0,0,0,4,10,0,0,0,14,0,3,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,10,0,23,41,10,21,0,119,4,0,5,9,10,9,4,0,0,32,3,5,3,6,7,4,0,4,0,34,0,0,0,0,0,0,0,0,0,6,0,3,5,0,6,0,0,0,0,16,0,4,3,0,4,0,0,0,0,16,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,16,11,22,15,6,5,0,110
80108109703,0,0,0,4,7,5,6,9,0,27,0,4,0,4,12,17,0,0,0,41,0,5,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,18,6,8,26,33,13,17,0,114,0,0,3,4,7,0,6,5,0,24,0,3,5,6,8,5,0,3,0,38,0,0,0,0,0,0,0,0,0,3,0,7,6,0,0,0,0,0,0,23,0,4,0,4,4,8,0,0,0,17,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,20,17,18,17,19,6,10,0,113
80108109705,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,4,0,11,9,0,5,0,47,0,0,0,0,6,4,0,5,0,6,4,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,4,0,4,0,0,0,0,11,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,9,4,3,11,12,0,5,0,54
