SA1_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
80107107102,0,6,0,3,0,18,0,0,15,6,13,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,14,9,69,49,85,0,231
80107107104,0,8,0,0,0,7,0,0,0,0,5,0,14,0,0,0,0,0,0,3,0,0,4,5,5,0,11,0,0,0,0,0,0,4,8,3,26,23,38,0,108
80107107105,0,10,4,4,0,16,4,0,4,14,8,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,4,22,5,37,41,67,3,169
80107107106,0,0,0,6,0,6,0,0,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,5,7,27,22,63,0,126
80107107107,0,4,0,5,0,13,0,0,3,4,8,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,11,0,24,26,60,7,130
80107107108,5,10,0,7,0,22,6,4,11,4,0,3,23,0,0,4,0,3,0,3,0,0,0,5,8,0,11,0,0,0,0,3,0,5,22,12,54,42,81,8,224
80107107109,0,0,3,3,0,11,0,0,4,4,9,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,4,31,24,66,5,138
80107107110,4,14,0,0,0,17,5,4,4,11,17,0,45,0,0,0,0,3,0,5,0,0,0,4,5,0,10,0,0,0,0,0,0,6,21,14,59,62,114,9,274
80107107111,0,4,0,3,0,11,0,0,5,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,24,41,3,98
80107107112,6,7,0,4,0,19,0,0,12,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,6,27,16,63,56,72,7,243
80107107113,0,5,0,6,0,6,3,0,8,0,9,0,21,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,22,14,46,0,96
80107107114,0,0,0,6,0,3,0,0,3,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,4,0,8,0,5,29,17,62,9,120
80107107202,3,6,0,0,0,14,5,0,6,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,15,41,16,23,3,111
80107107203,0,8,0,5,0,21,9,0,10,4,7,0,28,0,0,0,0,0,0,3,0,0,0,4,8,0,11,0,0,4,0,0,0,3,21,7,39,30,52,3,155
80107107204,0,17,3,7,0,30,0,0,11,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,5,58,29,53,8,167
80107107205,3,11,0,0,0,18,7,4,14,4,7,0,39,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,4,41,19,111,49,45,8,271
80107107206,4,10,0,5,0,15,5,5,12,3,10,3,29,0,0,0,0,0,0,0,0,0,0,7,9,0,9,0,0,0,0,0,0,0,38,18,64,26,67,6,209
80107107207,0,9,3,6,0,20,4,4,6,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,9,39,27,39,5,137
80107107208,3,12,3,3,0,21,3,5,10,8,3,0,34,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,16,18,62,39,70,3,202
80107107209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107210,0,4,0,3,0,5,4,0,0,6,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,19,4,29,31,35,0,116
80107107211,0,0,0,0,0,5,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,29,12,33,0,83
80107107301,0,8,0,0,0,11,3,4,7,0,9,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,20,5,62,32,63,0,186
80107107302,0,12,8,3,0,27,5,3,12,5,3,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,23,13,46,24,58,3,163
80107107303,4,20,5,0,0,32,4,4,10,0,6,0,26,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,17,9,71,34,73,4,205
80107107304,0,0,0,0,0,6,0,0,6,3,4,0,17,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,33,64,5,126
80107107307,0,5,0,5,0,13,3,0,12,3,6,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,0,6,0,0,0,3,17,13,51,35,55,0,171
80107107308,0,9,0,0,0,17,5,3,5,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,37,24,39,5,125
80107107309,0,15,3,4,0,23,4,0,9,9,3,0,30,0,0,0,0,5,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,4,23,11,60,39,83,10,221
80107107310,4,4,0,0,0,14,6,0,0,4,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,22,10,47,31,57,4,172
80107107311,3,9,4,0,0,18,4,0,9,0,11,0,25,0,0,0,0,0,0,4,0,0,6,0,9,0,5,0,0,0,0,0,0,7,15,9,55,32,90,10,208
80107107312,4,3,0,0,0,10,0,0,11,5,4,0,22,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,19,10,61,21,39,6,148
80107107313,0,3,4,3,0,15,5,3,4,4,9,0,19,0,0,0,0,0,0,3,0,0,0,0,8,0,6,0,0,0,0,0,0,0,9,5,30,26,56,5,136
80107107314,0,7,5,3,0,17,0,0,3,5,3,0,21,0,0,3,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,3,30,21,43,6,110
80107107315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107316,0,8,0,3,0,10,0,4,13,0,5,0,30,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,9,35,16,41,0,117
80107107317,0,5,0,3,0,16,0,0,14,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,20,10,47,39,48,0,167
80107107401,0,4,5,6,0,13,6,0,11,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,18,7,30,28,52,3,140
80107107402,0,12,0,6,0,18,0,5,9,4,10,0,28,0,0,0,0,0,0,5,0,0,3,0,5,0,4,0,0,0,0,0,0,0,19,19,58,25,65,6,190
80107107403,3,0,0,5,0,15,0,5,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,9,28,22,38,3,114
80107107404,0,0,0,7,0,8,0,0,7,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,18,7,14,22,41,0,96
80107107405,0,7,3,7,0,12,0,0,9,5,5,0,26,0,0,0,0,0,0,0,0,0,5,0,6,0,10,0,0,0,0,0,0,0,17,4,42,26,71,0,156
80107107406,5,7,0,3,0,15,0,0,0,0,6,0,16,0,0,0,0,4,0,4,0,0,0,0,3,0,6,0,0,0,0,5,0,5,16,10,31,34,88,7,175
80107107407,0,5,3,0,0,14,7,4,10,4,13,5,32,0,0,0,5,0,0,7,0,0,0,0,6,0,10,0,0,0,0,0,0,4,20,13,49,33,73,5,198
80107107408,0,7,0,0,0,8,0,5,5,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,11,24,20,31,0,88
80107107409,0,18,0,4,0,25,3,8,7,8,6,0,28,0,0,0,0,0,0,3,0,0,5,5,7,0,12,0,0,0,0,3,0,3,14,13,55,34,70,5,199
80107107410,0,0,0,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,3,23,25,48,0,116
80107107411,0,0,9,9,0,16,4,0,11,7,3,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,20,8,45,41,79,6,189
80107107412,0,0,4,4,0,13,0,0,6,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,7,7,5,19,19,42,3,96
80107107413,0,8,6,3,0,18,0,0,9,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,45,25,33,3,125
80107107502,3,13,3,3,0,18,3,0,11,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,12,13,43,26,45,6,131
80107107503,0,5,4,0,0,8,0,0,11,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,47,30,25,0,134
80107107504,0,3,0,5,0,12,0,0,7,6,6,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,6,14,35,30,63,0,144
80107107505,0,7,0,5,0,12,0,0,9,8,11,4,28,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,24,9,60,38,62,4,197
80107107506,0,7,0,0,0,9,3,0,12,10,7,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,13,3,40,32,80,0,170
80107107507,3,3,3,7,0,13,0,0,4,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,3,3,13,8,25,20,67,6,143
80107107508,0,4,0,0,0,7,0,0,4,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,24,4,40,21,44,4,132
80107107509,5,0,0,0,0,7,0,3,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,20,27,0,76
80107107510,5,10,0,0,0,22,0,0,13,6,6,0,24,0,0,0,0,4,0,4,0,0,0,0,5,0,12,0,0,0,0,0,0,0,15,12,50,40,85,5,200
80107107512,0,6,6,0,0,8,0,0,3,9,12,0,23,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,8,5,42,22,33,7,117
80107107513,7,5,0,3,0,17,3,3,8,4,4,0,14,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,15,10,28,29,31,6,124
80107107514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107516,0,8,0,5,0,23,3,0,12,3,11,0,30,0,0,0,0,0,0,4,0,0,0,0,6,0,9,0,0,3,0,5,0,3,27,13,64,41,67,4,213
80107107517,4,8,0,4,0,13,0,0,4,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,33,18,38,6,111
80107107601,0,8,6,0,0,19,3,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,44,7,50,24,27,0,144
80107107602,0,7,0,4,0,23,0,0,4,0,8,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,22,51,24,34,0,158
80107107603,0,0,0,0,0,11,4,0,10,0,3,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,5,4,32,19,43,17,38,5,146
80107107604,0,8,3,0,0,19,4,0,9,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,46,9,65,28,29,6,181
80107107605,0,6,0,0,0,14,4,5,10,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,33,14,50,24,35,4,162
80107107606,0,4,0,5,0,21,5,4,16,4,0,0,25,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,60,23,23,5,168
80107107607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107608,7,12,4,0,0,26,0,0,7,0,5,0,19,0,0,0,0,0,0,3,0,0,4,0,5,0,5,0,0,0,0,0,0,0,28,14,72,26,36,0,179
80107107609,3,10,0,0,0,17,5,0,9,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,5,43,16,12,0,103
80107107701,0,9,0,5,0,20,6,0,13,11,5,0,32,0,0,0,0,0,0,0,0,6,0,0,11,0,12,0,0,0,0,0,0,0,18,15,59,27,95,4,213
80107107702,0,5,4,3,0,18,0,7,4,0,6,0,18,0,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,16,10,34,16,53,0,128
80107107703,0,11,3,0,0,14,0,4,3,5,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,28,28,55,4,126
80107107704,0,3,3,0,0,6,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,3,22,22,51,0,117
80107107705,0,0,0,3,0,14,3,0,7,4,4,0,22,0,0,0,0,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,0,0,13,5,47,32,65,3,164
80107107706,0,3,0,0,0,9,3,0,4,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7,3,26,21,39,0,105
80107107707,3,5,0,3,0,12,0,4,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,4,0,4,15,6,33,14,42,0,112
80107107708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107801,4,6,0,0,0,6,0,6,17,6,4,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,3,8,10,58,34,69,3,183
80107107802,0,4,0,0,0,7,0,3,6,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,27,20,28,0,90
80107107803,3,5,0,0,0,11,0,0,5,5,15,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,6,10,8,31,20,64,4,134
80107107804,0,7,0,0,0,7,0,6,4,7,3,0,15,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,0,3,0,6,8,10,27,28,42,0,114
80107107805,6,8,0,7,0,12,0,3,6,5,3,0,20,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,0,0,0,0,0,0,9,10,36,37,61,0,151
80107107806,0,4,0,4,0,16,3,3,8,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,10,35,29,50,0,137
80107107807,0,0,0,0,0,0,3,0,3,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,4,15,18,29,6,76
80107107808,3,11,7,4,0,30,0,0,9,6,9,3,24,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,5,0,5,16,10,45,38,56,4,167
80107107809,0,6,0,5,0,8,0,0,7,0,5,0,18,0,0,0,0,0,0,0,0,0,3,0,5,0,16,0,0,0,0,0,0,0,13,4,37,14,33,4,106
80107107810,0,4,4,0,0,12,3,4,16,0,9,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,25,10,50,44,42,8,170
80107107811,3,11,0,4,0,16,0,3,7,11,3,0,29,0,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,5,15,7,49,39,75,5,191
80107107812,0,6,0,3,0,13,4,5,8,11,8,3,32,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,30,36,45,4,139
80107107813,0,9,0,0,0,11,0,3,6,6,4,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,6,35,33,41,0,135
80107107814,5,6,4,4,0,17,3,3,14,0,8,0,29,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,25,13,55,45,53,0,198
80107107815,0,9,3,6,0,11,3,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,5,39,30,58,5,139
80107107816,0,4,3,0,0,19,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,14,10,35,26,41,5,128
80107107817,0,5,4,6,0,11,0,0,9,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,4,9,9,27,33,38,5,107
80107107818,0,12,3,3,0,24,4,5,9,4,10,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,15,50,27,59,5,180
80107107819,0,3,4,0,0,8,4,0,11,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,30,12,25,0,79
80107107820,0,7,5,0,0,14,4,0,12,3,0,0,22,0,0,0,0,0,0,5,0,0,0,0,8,0,6,0,0,0,0,0,0,0,16,5,46,22,57,0,148
80107107821,0,8,0,4,0,18,0,0,10,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,14,0,57,21,59,3,158
80107107901,6,3,0,0,0,8,0,0,4,0,3,0,12,0,0,0,0,6,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,15,9,40,16,27,0,103
80107107902,0,10,3,4,0,24,5,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,27,9,48,26,44,4,167
80107107903,0,11,0,3,0,18,6,3,14,3,4,0,24,0,0,0,0,3,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,26,4,54,28,53,3,168
80107107904,5,4,0,3,0,23,3,0,8,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,31,11,48,22,34,5,141
80107107905,0,13,3,3,0,20,0,3,7,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,9,42,28,25,5,122
80107107906,0,10,4,4,0,18,4,0,6,7,9,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,20,6,40,40,48,6,164
80107107907,0,4,5,0,0,9,0,0,10,0,0,0,16,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,7,40,23,21,0,104
80107107908,0,8,3,5,0,22,7,0,10,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,19,10,42,7,22,0,106
80107107909,0,0,0,0,0,8,0,0,3,4,6,0,10,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,10,5,18,18,41,0,91
80107108002,0,5,0,4,0,8,3,0,7,3,4,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,11,4,37,35,41,4,128
80107108003,0,13,0,3,0,31,11,4,29,7,8,0,68,0,0,0,0,3,6,12,0,0,0,3,8,0,12,0,0,4,4,0,0,13,48,25,116,51,75,20,335
80107108006,0,0,0,0,0,0,3,4,11,0,6,0,26,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,31,10,41,17,25,3,127
80107108007,0,9,0,3,0,10,5,3,18,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,3,35,8,75,20,42,6,181
80107108008,0,5,0,0,0,10,0,0,7,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,5,15,0,33,14,24,0,88
80107108009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108011,0,5,4,9,0,19,6,3,13,3,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,52,17,93,36,52,9,257
80107108012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108013,0,16,4,0,0,29,7,5,18,7,7,0,48,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,0,9,47,14,106,47,69,5,290
80107108014,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,8,3,0,28
80107108015,0,5,0,0,0,11,0,3,12,8,8,0,33,0,0,0,0,0,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,6,27,13,87,40,53,0,225
80107108016,5,8,0,3,0,12,4,0,15,5,3,0,36,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,36,15,63,28,47,3,194
80107108101,0,3,4,6,0,17,5,0,9,5,5,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,16,7,36,28,45,6,132
80107108102,0,6,0,0,0,7,4,0,12,6,11,0,30,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,12,8,37,26,48,9,137
80107108103,0,3,5,3,0,13,4,0,7,8,3,4,20,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,13,5,40,34,57,5,152
80107108104,0,5,0,0,0,12,4,0,8,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,29,24,42,9,116
80107108105,0,5,0,3,0,10,0,3,8,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,12,40,28,49,4,142
80107108106,0,7,4,0,0,8,5,0,12,4,5,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,3,6,19,3,41,25,40,10,136
80107108107,0,8,0,3,0,14,4,0,4,3,5,0,17,0,0,3,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,4,14,6,48,22,36,0,130
80107108108,4,0,3,5,0,8,4,0,10,6,9,0,31,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,3,3,12,13,41,31,71,8,172
80107108109,0,6,0,0,0,5,0,0,13,7,3,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,3,0,0,11,3,35,21,47,3,120
80107108111,0,4,0,0,0,11,3,0,4,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,20,4,35,24,36,3,117
80107108112,0,6,0,3,0,18,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,3,12,4,29,18,42,4,107
80107108113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108114,0,0,0,0,0,3,0,0,4,5,7,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,29,19,36,4,95
80107108201,0,4,0,5,0,12,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,4,30,15,33,0,90
80107108202,0,5,0,0,0,9,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,16,0,31,11,33,7,94
80107108203,0,3,0,0,0,9,0,3,7,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,4,0,0,8,17,13,28,23,46,3,133
80107108204,4,10,0,3,0,23,6,0,7,3,5,0,23,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,55,25,27,0,138
80107108205,0,5,5,0,0,12,3,0,7,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,14,5,31,20,41,5,115
80107108206,0,5,0,0,0,10,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,7,8,0,7,0,0,0,0,3,4,5,12,6,26,17,41,6,107
80107108207,0,7,9,3,0,27,0,0,15,4,14,0,37,0,0,0,0,3,0,3,0,0,0,4,11,0,11,0,0,4,0,0,0,9,25,3,67,34,73,8,210
80107108208,0,4,0,4,0,8,0,0,4,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,3,12,5,34,19,19,0,88
80107108209,0,3,0,0,0,8,0,4,6,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,14,35,18,19,0,96
80107108210,0,15,0,4,0,26,4,0,14,10,5,0,36,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,3,0,25,9,60,34,43,3,180
80107108211,3,5,0,0,0,14,3,0,3,4,0,0,9,0,0,0,0,6,0,6,0,0,0,0,0,0,7,0,0,4,0,0,0,4,22,9,34,25,31,0,118
80107108212,0,6,0,0,0,16,4,0,6,7,3,0,17,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,0,0,25,9,60,24,32,3,151
80107108213,0,7,0,0,0,18,4,0,21,13,4,0,41,0,0,0,0,0,0,5,0,0,0,0,5,0,5,4,0,0,0,0,0,4,30,20,67,31,60,3,218
80107108214,0,7,0,3,0,7,0,0,4,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,26,14,28,5,81
80107108215,6,9,0,0,0,20,3,4,13,7,15,4,50,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,0,0,0,0,0,0,29,17,57,41,51,8,202
80107108216,0,6,4,0,0,11,7,3,9,4,0,0,25,0,0,0,0,4,0,4,0,0,0,0,3,0,10,0,0,3,0,0,0,8,16,10,47,21,46,4,151
