SA1_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
80101100225,4,17,8,3,4,0,0,0,38,0,3,0,0,0,0,0,0,8,19,34,8,0,0,0,0,0,64,5,3,3,5,0,0,0,0,17,0,3,0,6,0,0,0,0,9,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,7,0,6,0,6,0,0,17,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,27,60,25,13,16,10,6,0,156,3,19,7,3,0,0,0,0,30,0,0,3,0,5,3,0,0,8,20,36,16,5,7,4,0,0,69,3,3,0,0,0,0,0,0,16,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,28,59,28,9,11,3,0,0,144,3,34
80101100301,0,23,13,0,3,5,0,0,49,0,4,0,0,0,0,0,0,6,13,38,6,0,0,0,0,0,61,0,7,6,0,0,0,0,0,20,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,74,37,5,10,8,4,0,151,0,17,8,3,0,0,0,0,32,0,4,0,0,3,0,0,0,10,19,36,9,0,0,0,0,0,58,9,3,5,3,0,4,0,0,25,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,3,24,70,27,6,5,7,0,0,142,0,42
80101100304,0,26,17,7,5,4,0,0,66,0,8,6,0,0,4,0,0,17,20,43,27,10,9,0,0,0,108,3,10,5,7,3,3,0,0,35,4,20,3,9,4,0,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,19,3,9,9,0,0,0,45,0,0,0,0,0,0,0,0,3,0,6,3,0,4,0,0,0,18,32,112,72,35,25,14,4,0,292,0,26,22,14,0,0,0,0,73,0,8,4,0,4,0,0,0,14,25,56,26,21,8,0,0,0,130,0,11,6,0,9,0,0,0,34,11,11,4,7,4,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,12,4,7,9,4,0,0,51,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,15,44,125,79,39,22,8,3,0,319,0,53
80101100306,0,18,11,4,3,6,0,0,36,0,4,0,0,0,0,0,0,4,10,14,3,0,0,6,3,0,52,0,0,4,0,0,0,0,0,11,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,48,22,10,6,12,3,3,125,0,15,14,5,3,3,0,0,29,0,0,3,0,6,0,0,0,14,10,24,12,6,6,4,0,0,67,3,0,0,0,5,0,5,0,13,3,9,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,17,51,29,15,12,19,4,0,150,0,27
80101100307,0,5,5,0,3,0,0,0,22,0,0,0,0,0,0,0,0,3,6,10,7,3,0,0,0,0,33,0,0,5,0,0,0,0,0,12,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,15,30,18,9,7,0,4,0,84,0,6,3,3,0,0,0,0,21,0,0,3,0,0,0,0,0,7,13,15,3,4,3,0,0,0,43,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,26,12,10,12,5,3,0,89,5,11
80101100308,0,22,6,4,0,0,0,0,36,0,0,0,0,0,0,0,0,11,22,35,0,0,0,0,0,0,60,9,4,0,0,0,0,0,0,16,12,9,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,16,7,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,15,59,77,8,3,0,0,0,3,157,4,18,7,3,0,0,0,0,34,6,0,0,0,0,0,0,0,7,43,21,5,0,0,0,0,0,74,28,3,0,0,0,0,0,0,32,41,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,44,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,3,24,6,0,0,0,0,0,0,31,154,57,11,6,4,0,0,3,234,10,41
80101100309,0,8,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,5,21,8,8,4,0,0,0,42,0,4,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,5,41,16,12,10,8,0,0,93,0,10,8,3,3,0,0,0,28,0,5,0,3,0,0,0,0,10,16,19,11,7,0,0,0,0,47,3,3,0,0,0,0,0,0,8,5,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,42,22,11,5,0,0,0,112,0,13
80101100310,0,0,8,6,6,0,0,0,18,0,0,0,0,5,0,0,0,7,4,4,6,10,0,0,0,0,30,3,0,0,0,0,0,0,0,3,5,5,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,14,15,9,5,0,0,79,0,6,3,5,0,0,0,0,20,0,5,0,0,0,0,0,0,4,7,6,11,4,5,4,0,0,36,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,24,18,15,15,4,0,0,77,0,10
80101100311,0,7,4,4,3,3,4,0,27,0,0,0,0,0,0,0,0,5,0,13,5,4,0,4,5,0,33,0,0,0,0,3,0,0,0,6,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,9,7,11,8,6,0,87,0,9,0,4,7,5,0,0,20,0,3,0,0,0,0,0,0,8,7,22,5,0,10,5,0,0,50,0,3,0,3,5,0,0,0,9,0,5,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,38,12,12,21,17,3,0,110,0,17
80101100312,0,27,13,8,7,5,0,0,65,0,0,5,5,3,0,0,0,13,14,27,8,5,7,3,6,0,77,0,3,11,3,3,0,0,0,23,0,0,5,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,62,41,25,31,15,10,0,200,3,33,18,4,7,6,0,0,68,0,7,4,3,3,0,0,0,16,18,18,18,10,11,4,4,0,79,5,5,0,3,3,7,0,0,27,6,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,33,73,43,29,25,18,7,0,225,4,61
80101100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,5,24,14,5,5,0,4,0,7,5,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,3,6,0,0,4,0,0,22,0,0
80101100315,0,5,3,9,3,12,5,0,43,0,0,0,0,0,0,0,0,4,3,12,11,7,10,7,10,0,55,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,8,22,15,26,17,28,17,4,132,0,11,9,9,6,4,0,0,28,0,0,4,0,6,0,7,0,13,3,14,10,8,8,11,0,0,51,0,0,0,0,0,10,3,0,16,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,5,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,26,19,17,13,28,13,4,138,0,17
80101100316,0,0,0,6,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,12,7,35,0,0,0,0,0,4,0,6,10,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,14,0,0,4,13,5,13,24,28,88,0,0,4,4,4,0,4,0,14,0,0,0,0,0,3,5,6,14,0,0,0,3,4,5,19,11,44,0,0,0,0,0,0,3,9,18,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,9,24,0,0,8,9,12,10,35,35,112,0,0
80101100317,0,42,17,0,0,0,0,0,53,0,3,0,0,0,0,0,0,11,23,36,4,0,0,5,0,0,68,0,3,4,0,0,0,0,0,8,7,12,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,32,105,25,3,4,5,0,0,174,0,37,7,0,0,0,0,0,52,0,3,3,0,6,0,0,0,14,14,42,11,5,0,4,0,0,72,8,5,3,4,0,0,0,0,14,9,11,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,7,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,29,106,30,3,4,4,0,0,183,0,78
80101100318,0,0,0,7,8,4,3,0,31,0,0,0,0,0,4,0,0,4,4,3,3,13,8,13,0,0,39,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,4,8,12,18,16,26,8,0,89,0,3,11,0,9,6,0,0,29,0,0,0,0,0,6,0,0,0,3,0,8,13,15,9,0,0,48,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,5,7,19,18,26,22,4,0,96,0,0
80101100319,0,4,4,0,4,4,4,0,25,0,0,0,4,0,0,0,0,5,5,9,3,6,7,5,0,0,33,0,6,3,0,3,4,0,0,15,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,9,21,14,7,20,16,4,0,93,0,4,7,4,0,0,0,0,20,0,0,0,0,6,4,0,0,13,4,11,4,5,8,10,5,0,44,0,0,0,0,0,3,0,0,8,4,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,3,0,0,4,15,0,0,0,0,0,5,0,0,5,0,5,0,0,6,4,0,0,15,4,22,19,13,18,25,9,9,110,0,9
80101100320,0,10,31,14,4,0,0,0,61,0,0,0,0,0,0,0,0,4,6,24,12,0,0,0,0,0,43,0,0,0,0,0,0,0,0,8,6,9,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,15,49,48,22,0,0,0,0,133,6,15,17,0,0,0,0,0,33,0,7,4,9,0,0,0,0,16,10,23,19,0,0,0,0,0,53,0,0,8,4,0,0,0,0,15,4,4,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,19,44,47,14,6,0,0,0,133,6,20
80101100321,0,24,13,10,0,0,0,0,51,0,0,0,0,3,0,0,0,4,0,35,10,4,7,0,0,0,59,0,11,6,0,0,0,0,0,16,7,6,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,0,0,15,13,85,37,17,4,5,0,0,171,0,32,15,0,0,0,0,0,61,0,3,3,0,0,0,0,0,8,7,35,11,11,0,0,0,0,59,4,9,4,0,0,0,0,0,15,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,7,8,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,9,5,0,0,0,0,0,15,30,93,32,17,0,0,0,0,178,0,58
80101100322,0,20,14,5,7,0,0,0,36,0,8,4,0,4,0,0,0,10,7,31,13,0,0,0,0,0,53,0,3,7,0,0,0,0,0,12,9,9,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,69,34,9,8,3,0,0,137,0,20,10,0,0,0,0,0,33,0,4,0,0,0,0,0,0,5,11,40,17,3,5,0,0,0,80,0,6,7,0,0,0,0,0,17,11,8,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,25,76,34,11,4,3,0,0,161,3,38
80101100401,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,7,3,10,10,8,4,0,0,0,33,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,10,7,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,9,12,0,0,0,57,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,13,0,3,0,5,0,0,0,0,9,3,0,8,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,14,8,6,3,0,50,0,0
80101100402,0,5,6,3,5,3,0,0,15,0,0,0,3,0,3,0,0,5,0,8,5,5,0,4,0,0,24,0,0,6,0,0,0,0,0,11,0,14,7,14,3,3,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,11,13,16,3,4,3,0,48,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,28,24,28,7,15,5,5,117,0,3,3,4,3,3,0,0,16,0,0,3,3,0,0,0,0,9,0,5,4,15,0,5,0,0,32,0,5,5,0,5,0,0,0,19,0,5,4,4,0,0,0,0,20,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,13,6,4,0,4,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,28,30,30,13,12,0,0,115,0,9
80101100403,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,10,10,0,3,0,0,0,29,0,0,4,3,3,0,0,0,14,7,11,13,8,0,3,3,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,11,19,8,4,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,24,33,16,11,4,5,0,104,0,4,4,6,0,0,0,0,7,0,0,3,4,0,0,0,0,5,0,11,17,5,0,0,0,0,43,0,0,9,0,4,3,0,0,28,0,5,6,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,5,8,5,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,24,40,22,14,9,9,3,118,0,7
80101100404,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,11,4,0,0,0,0,17,0,4,0,0,0,3,0,0,8,0,5,10,6,0,5,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,14,6,4,5,6,0,40,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,6,7,18,28,17,4,12,6,0,82,0,4,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,8,0,7,4,0,5,0,0,0,18,0,3,15,3,0,3,0,0,23,0,3,7,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,10,4,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,0,21,33,15,7,11,4,4,103,0,8
80101100405,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,4,4,3,6,0,0,20,0,0,4,3,3,5,0,0,18,6,14,9,10,6,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,9,11,6,4,0,0,50,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,8,8,28,24,15,14,12,4,0,107,0,3,0,6,0,0,0,0,8,0,0,0,0,0,6,0,0,4,0,12,8,0,4,5,0,0,28,0,5,9,6,6,3,0,0,21,3,4,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,3,6,0,6,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,14,5,35,14,22,10,16,0,0,108,0,9
80101100406,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,9,3,0,6,4,0,0,22,0,6,0,3,6,0,0,0,17,8,24,4,8,6,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,4,5,13,12,0,0,64,0,0,0,0,0,0,0,0,0,6,8,4,4,0,0,0,0,20,17,45,23,21,23,12,6,0,139,0,3,3,0,0,0,0,0,12,0,0,4,0,0,0,0,0,4,5,11,8,5,9,0,0,0,38,4,9,5,10,5,0,0,0,27,7,14,12,7,8,0,0,0,42,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,11,6,11,13,9,10,0,0,0,53,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,18,20,33,33,26,22,4,0,0,149,0,10
80101100408,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,9,12,12,0,5,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,4,10,0,0,0,0,0,18,0,0,0,4,3,6,0,0,15,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,8,3,13,11,9,7,11,4,0,61,0,0
