SA1_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
80101101405,0,0,6,0,0,0,0,0,13,0,0,0,0,4,0,0,0,8,3,4,9,0,4,3,4,0,28,0,0,5,3,0,0,3,0,14,0,7,7,9,10,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,11,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,8,7,17,29,23,18,6,6,0,114,0,0,0,4,0,0,0,0,9,0,5,3,0,0,0,0,0,5,4,9,16,7,7,0,0,0,35,0,8,4,5,4,3,0,0,24,3,3,3,7,0,0,0,0,17,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,9,4,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,11,19,27,21,13,9,0,5,104,0,0
80101101406,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,13,0,0,5,3,0,0,0,0,10,0,10,5,3,4,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,4,4,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,13,13,9,0,3,0,57,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,5,8,3,0,0,0,0,17,0,3,5,0,3,0,4,0,14,0,6,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,9,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,19,8,13,0,3,0,68,0,5
80101101407,0,0,5,4,8,4,5,0,24,0,0,4,0,0,0,0,0,3,4,16,8,11,8,4,0,0,40,0,5,8,3,4,0,0,0,17,5,8,5,7,12,6,7,0,54,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,10,5,7,12,6,7,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,9,33,33,30,29,13,9,0,160,0,11,3,8,3,0,0,0,17,0,0,3,3,10,0,0,0,18,4,16,8,12,9,7,0,0,47,0,5,3,5,4,0,0,0,21,3,5,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,4,5,7,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,28,29,29,27,14,5,0,137,0,10
80101101502,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,12,0,0,0,3,4,0,0,0,14,0,6,7,0,3,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,8,4,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,19,15,11,6,3,0,0,66,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,8,5,0,0,0,0,21,0,4,0,0,0,0,0,0,9,0,4,5,4,0,3,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,7,13,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,9,11,23,15,3,9,0,0,70,0,4
80101101503,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,9,0,0,9,0,0,3,0,0,14,0,0,3,0,0,0,0,0,9,0,6,7,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,9,20,18,10,12,0,0,68,0,5,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,8,0,10,8,0,3,0,0,0,20,0,3,4,3,3,5,0,0,25,3,4,5,5,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,3,4,5,5,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,3,24,20,17,10,5,0,0,92,0,5
80101101504,0,9,7,0,0,0,0,0,11,0,0,3,0,0,0,0,0,4,3,6,7,0,0,3,0,0,17,0,3,3,3,0,0,0,0,13,4,6,6,8,9,4,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,7,9,4,6,0,38,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,8,6,31,25,15,10,10,7,0,101,0,0,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,8,4,4,12,0,6,0,0,0,31,0,0,0,4,6,0,0,0,11,7,0,7,7,5,0,0,0,25,3,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,6,9,6,14,14,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,21,33,18,19,6,6,0,106,0,11
80101101505,0,9,6,0,0,4,0,0,19,0,0,0,0,0,0,4,0,5,0,11,6,5,0,3,3,0,27,0,4,4,3,6,6,3,0,26,3,7,5,7,5,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,7,5,6,0,0,35,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,6,6,27,32,16,12,17,13,0,124,0,0,5,3,0,3,0,0,18,0,4,0,0,3,0,0,0,8,0,14,16,9,0,5,0,0,46,0,0,9,10,3,0,5,0,31,0,0,12,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,13,0,0,8,6,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,25,44,23,13,17,8,0,136,0,8
80101101506,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,12,3,0,3,0,0,39,0,3,0,0,4,0,0,0,8,3,9,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,31,22,13,8,10,3,0,85,0,3,3,4,4,3,0,0,23,0,3,0,4,0,0,0,0,12,0,19,7,0,0,9,4,0,47,3,6,6,0,0,4,0,0,16,0,4,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,5,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,35,24,21,13,18,12,0,124,0,12
80101101508,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,9,7,5,3,0,0,0,25,0,0,3,6,0,0,0,0,12,3,5,6,9,3,3,7,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,4,6,6,10,3,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,14,23,17,11,7,0,86,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,6,8,4,4,3,0,0,31,0,0,3,7,3,0,0,0,14,3,14,0,7,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,5,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,18,20,14,6,5,0,97,0,3
80101101509,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,13,4,0,0,0,0,0,18,0,0,0,3,3,5,0,0,10,0,11,13,14,3,6,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,11,3,3,3,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,4,25,25,16,12,8,3,4,99,0,4,3,3,0,0,0,0,7,0,6,3,0,0,0,0,0,5,0,11,15,7,6,0,0,0,34,0,3,0,3,0,0,0,0,16,4,6,0,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,3,5,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,8,8,28,33,22,13,3,0,0,101,0,3
80101101510,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,3,0,5,0,4,4,3,0,3,3,0,21,0,0,4,4,0,4,0,0,10,0,8,16,11,3,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,3,0,5,0,40,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,4,3,15,24,14,12,3,9,0,88,0,4,9,3,0,0,0,0,12,0,3,3,0,0,3,0,0,8,0,0,9,3,0,6,3,0,26,0,5,0,7,6,0,0,0,15,0,3,8,9,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,6,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,18,28,24,3,9,4,0,99,0,0
80101101511,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,16,0,0,3,0,0,7,0,0,9,0,3,0,6,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,6,17,19,5,13,4,0,66,0,0,5,4,3,0,4,0,9,0,0,0,0,0,0,0,0,3,0,3,7,5,0,0,0,0,20,0,6,4,3,0,0,0,0,11,5,0,7,5,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,5,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,19,11,11,10,8,0,74,0,0
80101101512,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,9,6,5,0,3,0,0,23,0,0,0,0,0,3,0,0,7,0,10,3,3,0,4,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,6,3,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,14,8,6,9,5,0,70,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,3,4,6,0,5,6,0,24,3,0,3,0,10,0,0,0,19,0,4,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,4,3,8,3,4,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,10,15,9,7,6,0,78,0,11
80101101513,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,6,4,3,3,3,0,0,25,0,0,5,0,0,0,0,0,11,4,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,12,10,27,22,8,8,3,3,0,84,0,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,6,5,23,11,0,0,0,0,0,43,3,3,7,0,3,0,0,0,22,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,15,49,18,3,9,7,3,0,105,0,18
80101101514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101515,0,6,4,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,5,6,5,0,0,5,3,22,0,3,0,0,0,3,0,0,16,0,11,0,4,6,7,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,11,0,8,6,7,0,6,36,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,11,10,26,20,12,15,17,7,9,112,0,8,0,0,4,0,0,0,14,0,0,6,0,0,3,0,0,6,5,14,7,3,0,5,4,4,45,0,5,3,0,0,7,4,0,19,0,7,4,0,0,0,0,0,23,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,9,0,6,4,0,0,3,6,3,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,16,11,39,23,10,3,18,15,17,139,0,13
80101101516,0,12,17,8,0,0,0,0,40,0,0,0,0,0,0,0,0,6,5,24,21,10,0,0,0,0,60,0,11,9,4,0,0,0,0,25,0,17,10,4,3,0,0,0,41,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,17,13,4,3,0,0,0,49,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,15,62,70,25,10,6,3,0,190,0,21,13,6,5,0,0,0,39,0,0,3,0,0,0,0,0,5,8,40,32,10,0,0,0,0,91,0,8,4,0,3,0,0,0,26,3,14,5,6,3,0,0,0,32,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,8,15,9,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,10,13,90,64,26,17,5,0,0,214,0,29
80101101517,0,4,3,4,0,7,8,0,25,0,0,0,0,3,0,0,0,10,3,21,9,8,0,9,3,0,52,0,5,8,4,7,0,0,0,19,9,12,7,7,4,7,6,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,7,7,6,7,6,4,56,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,0,13,8,41,29,23,19,26,21,5,174,0,3,0,9,4,6,0,0,21,0,3,0,4,0,5,0,0,20,5,18,14,8,3,8,7,0,68,0,8,7,9,3,3,0,0,35,0,7,5,5,5,4,0,0,35,4,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,4,7,5,5,5,8,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,9,9,49,34,32,13,30,16,3,193,0,3
80101101601,0,4,3,5,6,5,0,0,25,0,0,3,0,0,0,0,0,7,4,6,11,3,0,9,4,0,27,3,4,6,0,9,3,0,0,27,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,13,17,30,17,19,17,8,0,123,0,5,7,4,4,3,4,0,24,0,0,5,5,0,0,0,0,13,0,9,12,5,7,4,0,0,38,0,0,7,10,0,5,0,0,13,3,4,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,32,22,14,10,4,0,106,0,12
80101101602,0,6,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,3,7,0,3,4,4,0,25,0,0,3,0,0,0,0,0,7,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,19,7,15,11,4,0,60,0,0,9,3,0,0,0,0,7,0,0,4,3,0,0,0,0,7,0,3,8,5,6,6,0,0,24,0,0,4,4,0,3,0,0,9,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,14,11,12,5,0,65,0,3
80101101603,0,6,6,4,4,5,0,0,29,0,3,0,0,0,0,0,0,12,0,14,8,10,8,9,3,0,48,0,7,4,0,0,6,0,0,19,0,7,6,0,0,13,4,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,12,9,0,0,13,4,0,39,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,6,38,34,19,14,30,7,0,150,0,11,4,4,7,0,6,0,26,0,0,0,5,0,0,0,0,4,3,21,12,5,9,7,0,4,61,0,4,3,0,0,4,0,0,16,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,3,0,7,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,11,3,36,31,13,28,20,11,5,146,0,18
80101101604,0,5,8,3,4,5,0,0,25,0,0,0,0,0,0,0,0,7,3,10,11,3,3,3,0,0,34,0,4,4,7,3,0,0,0,15,0,8,5,6,3,3,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,5,6,9,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,5,28,34,19,17,19,0,0,126,0,4,5,0,6,0,0,0,20,0,0,0,0,0,6,0,0,9,3,7,14,15,4,0,0,0,43,0,0,0,4,3,0,4,0,20,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,5,3,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,18,5,24,27,27,24,21,4,0,132,0,9
80101101605,0,3,3,5,4,3,0,0,25,0,0,0,0,0,0,0,0,0,4,14,10,8,3,0,0,0,36,0,0,3,5,0,0,0,0,10,0,5,7,7,13,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,9,7,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,27,19,20,18,9,3,0,114,0,0,7,0,0,0,0,0,10,0,0,0,0,4,0,0,0,9,4,11,15,4,6,6,0,0,45,0,3,0,0,5,3,0,0,18,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,10,6,22,20,13,21,10,4,0,106,0,5
80101101606,0,3,5,4,3,5,5,0,29,0,0,9,0,6,3,0,0,12,0,5,9,8,14,6,0,0,49,0,3,0,0,0,0,0,0,13,4,5,9,3,0,6,3,0,35,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,9,5,9,7,0,10,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,27,39,21,23,22,10,0,151,0,4,10,4,3,5,0,0,23,0,0,7,4,4,4,0,0,14,4,12,17,13,5,8,4,0,56,3,0,0,3,5,3,0,0,14,0,3,8,0,3,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,10,0,7,3,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,27,43,23,20,21,3,0,144,0,9
80101101607,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,4,6,4,0,0,5,0,0,27,0,0,4,5,0,0,0,0,14,0,3,8,5,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,8,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,16,15,18,10,9,0,0,74,0,8,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,6,4,6,5,0,0,21,0,4,3,0,0,0,0,0,16,6,0,8,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,11,27,16,9,12,4,0,83,0,8
80101101608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,5,5,17,0,0
