SA1_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
80107109012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,19,18,12,4,10,9,6,5,0,0,65,4,0,0,0,0,0,0,0,0,3,21,11,13,21,18,13,22,8,3,134,0,0,0,3,7,3,11,8,0,34,0,4,4,5,4,0,7,0,0,26,0,0,0,0,5,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,0,5,4,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,8,12,0,0,27,32,23,21,23,23,13,5,0,0,146
80107109013,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,19,12,10,17,13,7,19,11,0,0,85,0,0,0,0,0,0,3,0,0,4,19,16,17,15,16,29,31,6,0,143,0,0,0,0,3,3,20,0,0,31,5,3,0,5,4,0,3,5,0,29,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,4,3,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,4,0,8,7,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,9,5,0,9,5,7,0,0,43,28,23,27,25,22,22,15,4,0,183
80107109014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,3,3,3,8,0,3,3,0,23,0,0,0,0,0,0,0,0,0,6,4,0,4,0,3,9,3,0,3,30,45,10,19,24,20,7,11,5,0,143,0,0,6,0,0,0,4,0,0,7,51,19,29,38,31,28,27,19,4,237,0,0,0,0,0,5,11,8,0,34,4,10,7,10,8,4,5,0,0,46,0,0,0,0,0,5,6,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,5,16,4,0,36,0,0,0,0,0,4,4,8,0,18,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,5,0,10,0,4,8,8,7,3,9,3,0,48,0,0,0,0,0,0,3,0,0,5,7,8,4,5,3,16,8,3,3,54,86,27,39,40,42,16,24,10,0,296
80107109015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,3,0,0,15,31,12,15,19,9,5,6,0,0,97,6,0,0,0,0,3,0,0,0,13,42,19,24,29,24,12,16,3,0,167,0,0,0,0,5,7,5,3,0,27,3,9,4,9,9,7,0,0,0,33,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,16,0,0,0,3,5,0,0,6,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,5,6,5,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,4,4,6,8,4,0,4,0,0,28,74,25,30,40,21,11,12,4,0,222
80107109016,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,3,0,5,7,4,0,7,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,7,5,4,0,25,42,10,13,25,20,11,13,3,0,141,0,0,4,0,0,0,0,0,0,13,53,12,30,43,34,25,29,13,0,237,0,0,0,5,11,11,9,10,0,41,3,4,8,15,7,5,7,0,0,54,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,10,0,0,30,0,0,0,0,0,3,11,0,0,13,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,4,0,0,13,0,3,13,10,3,8,7,0,0,45,0,0,0,0,0,0,0,0,0,7,4,3,4,9,4,13,6,4,0,46,90,25,39,53,41,24,23,6,0,300
80107109017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,13,9,3,8,10,8,6,0,0,0,49,4,0,7,0,0,0,0,0,0,11,14,7,19,16,16,24,4,0,0,101,0,0,0,4,7,4,3,0,0,14,4,0,0,0,0,0,3,0,0,14,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,9,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,3,5,4,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,0,0,18,24,11,18,15,9,11,0,0,0,95
80107109018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,8,8,0,0,21,37,12,15,14,8,13,13,3,0,109,0,0,6,6,0,0,0,0,0,13,42,17,22,30,17,29,26,9,5,191,0,0,0,6,0,6,15,7,3,39,3,5,5,5,12,4,5,0,0,40,0,0,0,0,0,0,7,7,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,5,0,5,15,0,0,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,6,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,9,8,6,0,40,69,16,28,32,17,28,25,6,0,209
80107109019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,8,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,4,8,0,9,5,0,0,36,30,10,23,21,7,5,7,0,0,106,0,0,0,0,5,4,0,0,0,14,41,15,32,38,19,27,29,10,5,222,0,0,0,6,6,8,24,3,3,51,9,0,8,13,7,11,7,5,0,52,0,0,0,0,0,5,5,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,20,3,0,0,0,0,5,8,3,3,24,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,7,6,7,9,14,13,6,0,0,0,55,0,0,0,0,0,0,0,0,0,0,5,3,7,9,4,15,6,0,0,60,96,32,44,52,28,12,12,7,3,291
80107109020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,8,11,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,23,21,10,19,9,11,9,3,0,0,75,3,3,0,0,0,0,0,0,0,7,24,14,29,24,19,19,14,3,0,148,0,0,0,4,5,8,13,3,0,30,0,3,6,5,7,8,0,0,0,42,0,3,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,21,0,0,0,0,6,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,5,0,0,4,6,3,10,13,6,0,4,0,0,35,0,0,0,0,0,0,0,0,0,4,4,3,4,9,11,3,3,0,0,38,54,17,41,24,10,15,5,5,0,173
80107113201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109101,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,5,0,3,5,3,0,0,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,5,6,6,4,0,0,21,22,9,0,16,12,12,13,4,0,82,0,0,0,0,0,0,0,0,0,3,23,11,4,24,20,23,24,13,7,142,0,0,0,0,0,8,8,7,0,31,0,0,5,4,0,0,3,0,0,15,0,0,0,0,0,4,4,3,0,16,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,4,3,4,0,13,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,5,0,3,12,0,5,0,3,5,6,4,0,0,22,0,0,0,0,0,0,0,3,0,5,0,0,0,6,6,16,4,0,0,34,48,15,3,27,26,19,18,10,0,160
80108109102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,6,0,0,6,3,4,3,0,0,14,31,22,6,17,17,12,7,6,0,109,0,0,0,0,0,0,0,0,0,4,38,26,11,28,27,20,20,10,5,181,0,0,0,0,0,10,12,3,4,31,5,3,0,5,5,8,0,0,0,24,0,0,0,4,0,0,4,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,13,0,0,0,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,3,3,0,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,10,0,0,0,4,0,8,0,0,28,53,36,17,38,27,26,14,10,0,213
80108109103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,3,7,0,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,3,0,21,28,9,8,14,15,8,9,7,0,95,4,0,0,3,0,0,4,0,0,17,31,19,11,22,31,19,30,39,8,216,0,0,0,4,5,8,9,29,6,61,0,9,4,9,8,4,3,3,5,46,0,0,0,0,0,4,4,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,22,0,0,0,0,0,0,4,13,3,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,5,4,4,9,7,0,3,4,0,46,0,0,0,0,0,0,0,0,4,4,5,0,0,5,0,3,4,5,3,32,44,18,7,23,36,21,19,18,4,184
80108109104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,21,23,12,5,10,5,12,5,4,0,78,5,0,0,0,0,0,0,0,0,7,25,12,7,17,17,24,19,16,3,137,0,0,0,5,6,4,8,13,0,27,9,0,5,0,4,0,0,4,0,15,0,0,0,0,0,0,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,9,0,3,0,5,3,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,3,4,9,0,30,34,15,14,17,20,21,12,6,0,135
80108109105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,14,33,15,4,23,13,13,5,3,5,118,0,0,0,0,0,0,0,0,0,11,37,24,10,28,27,25,23,11,0,181,0,0,0,5,5,5,14,10,3,30,3,0,0,0,10,0,4,0,0,30,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,3,3,0,4,6,9,4,0,29,62,35,8,42,30,32,16,3,0,232
80108109106,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,6,5,3,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,7,9,0,26,35,15,11,18,18,14,8,5,0,118,0,0,0,3,0,6,3,0,0,9,38,26,15,24,38,37,33,21,0,229,0,0,0,3,5,7,17,9,3,50,3,4,5,5,14,3,15,4,0,47,0,0,0,0,3,3,7,5,0,23,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,7,10,0,28,0,0,0,0,3,4,13,7,0,26,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,3,0,6,0,6,4,4,0,5,4,0,0,22,0,0,0,0,4,0,3,0,0,9,3,0,0,5,9,13,15,9,0,49,61,30,18,35,44,23,21,11,0,247
80108109107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,4,7,4,0,26,20,7,5,12,19,9,12,10,0,94,3,0,0,0,0,4,0,0,0,7,23,18,14,15,28,24,19,20,4,167,0,0,0,0,6,13,7,12,0,43,0,0,0,5,5,5,0,5,0,20,0,0,0,0,0,0,3,10,5,21,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,8,0,18,0,0,0,0,0,6,3,9,0,15,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,6,3,14,0,10,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,9,0,5,6,0,8,8,11,4,44,45,28,9,19,43,24,20,15,0,201
80108109108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,7,3,0,31,39,6,6,14,24,13,15,9,0,127,0,0,0,0,0,0,0,0,0,7,44,16,7,31,41,34,33,20,7,227,0,0,0,0,11,12,23,7,0,57,7,8,4,11,8,4,3,0,0,37,0,0,0,0,4,8,4,3,0,12,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,8,0,0,20,0,0,0,0,5,4,7,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,9,5,0,0,0,29,0,0,0,0,0,3,0,0,0,3,4,5,0,11,0,9,12,4,0,51,80,32,13,42,46,35,27,6,0,281
80108109201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,8,8,6,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,5,0,5,5,6,5,4,0,0,27,33,21,28,17,10,15,13,4,0,139,0,0,4,4,0,6,3,0,0,17,41,33,52,36,35,35,21,13,7,275,0,0,3,3,4,13,12,11,6,57,8,19,11,5,9,12,3,3,0,68,0,0,0,0,4,3,3,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,10,3,0,16,0,0,0,0,0,6,9,5,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,3,0,4,4,15,15,15,15,4,0,6,0,69,0,0,0,0,0,0,0,0,0,4,4,3,6,7,9,6,8,6,0,53,68,48,67,31,33,25,22,4,0,302
80108109202,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,3,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,0,21,41,22,14,21,17,12,7,5,0,140,0,0,0,0,3,4,0,0,0,13,45,24,27,33,34,27,29,5,4,234,0,0,0,4,5,11,20,5,0,43,0,0,0,0,5,9,7,0,0,24,0,0,0,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,11,0,0,0,0,0,0,3,5,7,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,10,11,7,0,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,4,11,0,0,33,77,40,29,42,37,18,9,5,0,262
80108109203,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,14,41,16,16,17,17,8,12,3,0,134,0,0,0,0,0,0,0,0,0,10,43,26,25,36,26,25,19,10,4,223,0,0,0,0,0,5,7,6,0,28,6,7,0,11,6,6,0,0,0,39,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,17,0,0,0,0,0,4,7,4,0,19,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,10,7,5,10,5,0,0,45,0,0,0,0,0,0,0,0,0,6,6,0,4,3,0,10,6,5,0,34,84,31,39,48,30,20,15,6,0,272
80108109204,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,18,26,9,15,16,17,4,9,3,0,95,0,0,0,0,0,0,0,3,0,9,35,18,17,24,28,10,21,8,0,161,0,0,0,0,5,6,14,5,0,30,4,0,0,6,0,4,0,0,0,19,0,0,0,0,4,0,4,9,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,4,9,0,9,0,0,0,0,0,3,7,3,0,14,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,5,0,0,0,4,0,5,0,4,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,4,4,0,4,6,5,3,4,0,28,59,26,24,32,28,18,12,8,4,202
80108109205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,14,27,6,13,12,13,4,7,6,0,87,3,0,0,3,0,0,0,0,0,4,33,12,24,23,24,19,12,8,0,159,0,0,0,0,5,10,3,7,0,28,0,5,5,10,4,3,4,0,0,38,0,0,0,0,0,4,9,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,7,0,0,0,0,0,3,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,5,3,10,11,8,3,0,0,34,0,0,0,0,0,0,0,0,0,0,4,6,4,0,4,7,6,5,0,36,59,24,29,28,32,12,7,14,0,196
80108109206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,14,24,9,14,16,21,8,7,3,0,96,0,0,0,0,0,0,0,0,0,3,26,10,19,22,27,18,23,14,0,157,0,0,0,0,0,9,13,13,0,37,11,3,0,4,7,0,5,4,0,34,0,0,0,0,7,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,13,0,0,0,0,0,0,3,6,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,4,6,0,6,10,3,3,5,0,37,0,0,0,0,0,0,0,3,0,4,6,0,0,3,9,4,10,8,0,36,50,31,28,34,38,19,12,0,0,208
80108109207,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,18,24,13,12,14,27,11,7,0,0,106,0,3,0,0,0,6,3,3,0,17,33,19,11,27,39,22,22,18,5,178,0,0,0,0,4,6,9,7,5,32,3,0,3,5,4,5,0,4,0,31,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,6,3,15,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,5,5,0,4,9,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,3,0,5,13,6,12,0,0,0,40,52,28,19,26,46,21,11,6,0,207
80108109208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,4,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,3,0,0,25,51,21,11,27,26,9,8,12,0,162,4,0,0,0,3,0,0,0,0,11,64,33,21,43,43,28,20,15,5,265,0,0,0,0,12,11,15,6,7,48,7,7,4,10,3,3,5,0,3,46,0,0,0,0,3,0,5,5,0,21,0,0,0,0,0,0,0,0,3,3,5,0,0,5,0,3,4,0,0,14,0,0,0,0,0,0,3,10,0,13,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,7,4,5,3,4,7,0,5,4,0,32,0,0,0,0,0,0,0,0,0,7,6,3,0,4,11,7,3,9,0,50,101,42,15,49,56,29,17,14,0,317
80108109209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,10,7,12,3,0,0,0,40,0,0,0,0,0,0,0,0,0,4,7,18,10,4,17,5,3,3,0,60,0,0,0,0,3,4,0,0,0,6,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,11,8,30,9,6,21,7,0,0,0,80
