SA1_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
80104103612,8,0,0,0,0,0,14,0,5,3,0,0,0,0,0,9,0,17,16,0,3,0,0,0,42,3,0,8,6,0,0,0,0,19,5,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,7,5,50,38,17,9,5,0,0,116
80104103613,18,4,7,0,0,0,44,0,4,0,0,0,0,0,0,14,5,30,26,8,5,5,0,0,71,4,5,29,3,0,0,0,0,45,0,14,21,3,4,3,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,21,8,4,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,74,94,27,22,11,0,0,232
80104103614,23,5,5,0,0,0,45,0,0,5,0,0,0,0,0,11,6,20,19,4,3,8,0,0,53,0,4,10,12,4,0,0,0,28,3,6,8,0,6,3,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,6,0,4,3,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,10,40,64,25,19,15,0,0,178
80104103615,25,8,9,3,0,0,59,0,4,16,3,0,0,0,0,20,4,28,42,30,0,6,0,0,109,0,17,18,7,5,0,0,0,49,8,17,24,8,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,27,8,0,0,0,0,67,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,9,90,130,73,12,6,3,0,323
80104103616,27,9,6,0,0,0,60,0,8,0,3,4,0,0,0,17,3,14,39,14,8,5,0,0,87,4,7,19,19,5,0,0,0,63,0,16,12,8,10,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,16,12,8,16,3,0,0,50,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,14,10,67,105,49,45,20,0,0,290
80104103617,17,10,0,0,0,0,35,3,0,6,0,0,4,0,0,13,6,15,34,12,5,0,0,0,78,0,8,13,11,5,0,0,0,29,0,10,12,9,3,0,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,12,17,14,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,47,78,46,17,11,5,0,212
80104103618,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,6,4,0,0,0,0,16,4,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,9,36,15,4,0,0,0,0,61
80104103702,19,8,5,0,0,0,46,0,0,3,0,4,0,0,0,11,4,28,27,15,0,5,0,0,80,0,9,7,6,3,0,0,0,33,6,12,4,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,9,3,3,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,6,22,67,64,29,24,10,0,0,218
80104103703,22,14,3,0,0,0,68,0,4,5,3,3,0,0,0,21,9,43,30,14,4,0,0,0,104,3,12,8,3,0,0,0,0,39,10,13,9,4,0,0,0,0,36,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,13,10,4,9,0,0,0,43,0,0,0,0,0,0,0,0,6,0,9,4,0,0,0,0,0,18,24,121,82,37,18,4,0,0,289
80104103704,25,24,11,0,0,0,62,0,5,9,4,0,3,0,0,17,5,14,25,15,5,3,0,0,76,0,12,12,15,4,0,0,0,43,0,7,7,5,0,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,11,6,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,8,54,81,61,21,7,6,0,242
80104103705,4,0,0,4,6,0,22,0,3,5,0,0,0,0,0,9,3,25,5,0,3,4,0,0,42,0,4,0,0,0,4,0,0,12,5,5,0,3,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,8,47,16,7,3,13,14,7,119
80104103706,19,11,13,3,0,0,42,0,0,0,0,0,0,0,0,9,6,23,25,8,5,5,0,0,69,0,0,13,4,0,0,0,0,19,0,8,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,14,6,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,8,4,36,69,33,24,9,0,0,176
80104103707,9,3,0,3,0,0,34,0,0,6,0,0,0,0,0,8,3,25,30,6,0,0,4,0,65,0,4,12,3,0,0,0,0,29,0,18,15,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,15,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,69,66,17,5,8,4,0,182
80104103708,22,21,17,0,0,0,73,0,0,3,8,0,0,0,0,17,3,25,37,22,6,3,0,0,99,0,12,10,11,0,0,0,0,36,5,11,13,3,8,0,0,0,36,0,5,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,7,19,16,9,8,0,0,0,53,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,8,10,66,91,69,31,13,0,0,288
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,47,13,5,4,0,0,92,0,0,10,0,0,0,0,0,14,6,21,49,8,9,4,0,0,87,0,7,11,7,3,0,0,0,40,5,10,8,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,9,0,0,4,0,0,34,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,11,10,67,127,43,18,14,6,0,278
80104103711,41,12,6,3,0,0,97,0,7,8,3,3,0,0,0,25,8,36,63,21,12,4,0,0,142,0,22,14,11,7,3,0,0,55,4,8,18,4,0,0,0,0,34,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,4,8,17,3,0,0,0,0,38,0,0,0,0,0,0,0,0,3,10,3,6,0,0,0,0,0,14,21,113,148,60,28,10,3,0,384
80104103712,10,6,0,4,4,4,20,0,0,4,5,0,0,3,0,9,5,0,9,5,4,5,16,0,48,0,0,9,3,0,5,10,7,32,0,0,0,3,5,4,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,4,8,5,23,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,8,6,4,34,16,11,17,44,18,147
80104103713,19,13,0,3,0,0,52,0,0,0,0,0,0,0,0,11,3,13,18,5,12,5,0,0,65,0,0,8,13,4,0,0,0,25,0,4,8,9,3,4,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,4,6,4,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,8,32,64,46,21,15,4,0,182
80104103714,32,16,7,5,6,0,69,0,0,0,4,8,3,0,0,12,7,9,42,20,3,4,0,0,84,0,4,9,11,5,9,0,0,28,7,9,11,8,3,0,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,6,16,15,3,3,0,0,38,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,10,12,37,106,60,27,21,4,0,261
80104103804,17,15,7,0,0,0,56,0,5,5,12,0,0,0,0,16,3,17,24,29,8,5,0,0,89,4,0,15,6,6,0,0,0,32,4,7,11,9,3,0,0,0,34,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,4,7,13,12,3,5,0,0,44,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,13,36,76,78,26,12,0,0,248
80104103805,19,9,6,0,0,0,42,0,4,6,3,0,0,0,0,8,3,11,36,24,3,0,0,0,75,0,7,12,4,7,0,0,0,38,0,4,15,8,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31,81,52,22,10,0,0,200
80104103806,10,24,3,4,0,0,45,0,0,3,0,0,0,0,0,12,3,6,22,12,5,3,0,0,46,0,0,0,9,0,5,0,0,15,0,0,4,11,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,11,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,15,43,58,14,12,0,0,149
80104103807,12,18,6,6,0,0,43,0,0,8,0,0,0,0,0,13,9,15,14,18,3,8,0,0,70,0,5,8,8,0,4,0,0,21,0,5,4,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,29,48,55,16,15,0,0,173
80104103808,24,15,10,6,0,0,55,0,3,7,7,3,0,0,0,14,3,21,32,18,6,4,0,0,80,0,0,4,10,3,0,0,0,19,3,9,3,6,4,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,8,6,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9,4,3,6,6,0,0,28,17,51,69,51,28,9,6,0,232
80104103809,18,9,0,0,0,0,29,0,0,8,6,0,0,0,0,15,4,9,24,18,3,0,0,0,61,0,0,6,15,0,0,0,0,23,3,0,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,4,0,11,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,11,0,5,3,0,0,0,0,17,14,14,61,57,10,0,0,0,161
80104103810,19,11,6,5,0,0,43,0,0,8,0,7,0,0,0,9,5,3,43,13,3,0,0,0,71,0,3,4,9,0,0,0,0,21,4,0,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,0,5,0,0,22,0,0,3,0,0,0,0,0,4,0,0,0,0,0,8,0,0,11,9,14,81,43,18,9,6,0,182
80104103811,20,10,7,0,0,0,36,0,0,3,3,0,0,0,0,12,0,7,20,7,6,7,0,0,49,0,5,5,4,4,3,0,0,22,0,5,6,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,20,61,25,11,8,0,0,141
80104103812,25,15,3,0,0,0,51,0,5,7,3,0,0,0,0,12,7,36,38,16,8,3,0,0,108,7,11,25,9,0,0,0,0,54,13,0,7,11,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,13,3,7,10,8,0,0,0,44,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,24,28,74,105,56,18,8,0,0,298
80104103813,26,12,4,4,0,0,44,0,3,5,6,0,0,0,0,15,4,24,27,12,0,3,0,0,69,0,3,9,6,0,0,0,0,22,0,3,10,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,3,9,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,17,6,37,77,49,11,9,0,0,188
80104103814,16,12,3,5,0,0,43,0,5,0,3,0,0,0,0,13,4,12,17,9,4,0,0,0,44,0,9,7,9,7,4,0,0,30,0,8,12,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,12,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,9,3,4,8,5,0,0,0,22,14,35,62,48,25,10,9,0,190
80104103815,25,15,14,6,0,0,62,0,0,6,5,6,4,0,0,15,3,18,23,19,10,5,0,0,83,0,0,3,12,4,3,0,0,31,0,3,13,4,3,5,0,0,27,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,0,4,11,10,5,3,0,0,38,0,0,5,0,0,0,0,0,5,0,0,4,7,4,0,0,0,12,9,39,72,61,38,21,6,3,237
80104103907,7,11,4,0,0,0,33,0,0,7,6,0,0,0,0,9,0,5,19,10,0,3,0,0,33,0,8,3,7,5,5,0,0,23,4,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,5,0,15,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,15,9,31,42,28,12,15,4,0,133
80104103908,20,3,0,0,0,0,52,0,0,7,0,0,0,0,0,5,0,25,29,0,0,0,0,0,59,0,15,5,0,0,0,0,0,21,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,17,12,71,62,10,7,5,0,0,166
80104103910,30,3,0,0,0,0,126,0,6,5,0,0,0,0,0,9,27,68,37,19,8,0,0,0,165,10,21,13,6,0,4,0,0,54,12,20,6,6,7,0,0,0,42,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,8,15,18,11,7,4,0,0,0,56,0,0,0,0,0,0,0,0,3,5,27,9,3,0,3,0,0,46,54,229,94,48,17,7,0,0,461
80104103911,9,3,0,0,0,0,33,3,5,0,0,0,0,0,0,9,4,25,0,5,0,0,0,0,35,0,7,0,0,0,0,0,0,15,3,6,3,4,0,0,0,0,24,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,6,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,65,14,14,4,3,0,0,119
80104103912,15,13,10,0,0,0,55,0,4,0,5,0,0,0,0,14,8,13,22,19,6,6,0,0,75,5,4,3,7,0,0,0,0,20,3,4,3,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,9,0,0,0,0,23,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,21,40,53,55,14,10,0,0,187
80104103913,12,4,0,3,0,0,35,0,0,0,0,0,0,0,0,5,9,30,11,3,7,0,0,0,56,3,5,3,0,0,0,0,0,11,0,6,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,20,0,3,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,10,13,70,30,11,6,6,0,0,133
80104103914,20,15,7,3,0,0,57,0,4,12,3,0,3,0,0,21,6,13,40,18,12,4,0,0,97,8,3,17,4,4,0,0,0,33,5,0,5,10,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,13,4,6,0,0,32,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,12,17,35,96,54,22,14,5,0,250
80104103915,19,7,3,0,0,0,41,0,0,0,0,0,0,0,0,5,6,13,21,16,7,4,0,0,71,3,3,7,13,7,0,0,0,26,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,6,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,21,34,56,37,18,9,0,0,176
80104103916,24,4,0,0,0,0,103,0,9,0,0,0,0,0,0,6,20,45,31,12,5,0,0,0,122,3,14,3,11,5,3,0,0,42,3,17,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,18,0,0,3,0,0,0,33,0,0,3,0,0,0,0,0,7,9,13,5,3,0,0,0,0,27,37,175,73,27,12,3,0,0,339
80104103917,11,0,0,0,0,0,31,0,4,0,0,0,0,0,0,4,10,18,12,0,0,0,0,0,43,0,5,7,9,0,4,0,0,24,6,7,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,10,21,56,31,10,4,3,0,0,131
80104103918,10,0,3,0,0,0,43,0,0,0,0,0,0,0,0,4,9,33,6,0,4,3,0,0,51,4,10,0,6,4,0,0,0,13,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,10,82,21,8,12,3,0,0,142
80104103919,23,6,5,0,0,0,41,0,5,3,3,0,0,0,0,9,7,16,18,6,0,0,0,0,48,0,8,4,5,0,6,0,0,20,0,3,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,8,40,52,25,12,5,0,0,150
80104103920,6,0,0,0,0,0,35,0,4,0,0,0,0,0,0,8,6,31,6,4,0,0,0,0,45,3,10,4,4,0,0,0,0,21,0,11,0,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,16,0,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,13,10,89,22,10,3,4,0,0,147
80104103921,32,11,0,0,0,0,93,0,7,6,0,0,0,0,0,13,11,48,24,6,0,0,0,0,93,5,18,9,3,0,0,0,0,37,5,7,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,14,22,144,81,18,4,3,0,0,271
80104103922,29,9,3,0,0,0,64,0,5,3,4,0,0,0,0,14,10,22,27,18,7,0,0,0,80,8,7,9,6,3,0,0,0,33,4,5,18,6,0,0,0,0,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,4,18,5,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,16,25,56,88,48,15,5,5,0,240
80104103923,33,28,9,4,0,0,79,0,0,9,4,0,0,0,0,15,4,21,34,33,5,3,0,0,101,0,5,6,12,6,3,0,0,36,5,3,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,9,3,9,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,11,3,5,0,3,0,0,28,16,51,98,80,17,14,4,0,284
80104103924,21,12,0,4,0,0,60,0,5,3,3,0,0,0,0,14,5,14,27,15,6,0,3,0,78,5,9,6,4,5,0,0,0,26,7,7,9,9,0,4,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,11,3,4,0,0,35,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,18,21,46,73,53,22,14,3,0,231
80104103925,24,16,16,0,0,0,63,0,3,5,4,4,0,0,0,14,3,28,29,12,3,0,0,0,79,4,5,14,8,3,0,0,0,33,3,5,8,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,3,0,3,0,0,22,0,0,0,0,0,0,0,0,3,5,3,8,0,4,0,0,0,17,17,55,83,51,28,8,4,0,240
80104103926,13,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,5,20,19,0,0,0,0,0,47,0,6,0,0,6,0,0,0,10,9,9,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,11,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,15,10,60,39,3,9,3,0,0,130
80104103927,29,16,3,0,0,0,81,0,0,9,0,3,0,0,0,14,7,29,36,25,3,4,0,0,101,3,16,9,7,0,4,0,0,42,3,19,3,0,3,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,4,18,3,7,6,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,23,17,92,89,65,31,8,3,0,308
80104103928,4,11,9,0,0,0,30,0,4,0,0,0,0,0,0,0,0,10,20,5,0,3,0,0,45,0,3,10,5,7,0,0,0,31,0,5,9,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,10,28,43,24,23,9,0,0,132
80104103929,18,0,0,0,0,0,60,3,6,0,0,0,0,0,0,13,10,36,14,0,4,0,0,0,62,7,12,6,5,4,0,0,0,28,3,3,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,23,93,54,14,7,0,0,0,195
80104104001,16,8,8,0,0,0,86,0,3,8,0,3,0,0,0,20,27,54,34,14,14,3,0,0,137,0,18,15,5,3,4,0,0,45,10,13,14,5,3,4,0,0,42,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,10,16,14,8,0,5,0,0,54,0,0,0,6,0,0,0,0,3,6,9,3,9,4,0,5,0,35,44,154,85,46,39,15,4,0,383
80104104002,9,9,8,5,0,0,39,0,8,7,4,0,3,0,0,15,4,17,16,24,7,5,0,0,73,5,3,0,7,8,3,0,0,33,0,8,0,9,10,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,3,8,3,9,7,5,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,10,35,28,54,41,24,4,0,203
80104104005,14,8,4,0,0,0,42,0,0,7,0,0,0,0,0,11,0,16,30,17,0,5,0,0,71,3,0,4,3,3,4,0,0,20,5,9,4,9,5,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,10,5,5,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,8,48,60,40,17,15,3,4,197
80104104006,15,9,9,0,0,0,31,0,0,5,0,0,0,0,0,6,3,22,16,15,0,4,0,0,62,0,6,13,11,3,0,0,0,39,4,4,11,5,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,3,8,5,5,0,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,10,20,40,50,44,13,7,3,5,186
80104104007,21,6,4,0,0,0,49,0,0,3,0,0,0,0,0,9,4,26,27,20,17,6,0,0,92,0,14,0,10,3,0,0,0,34,6,3,9,13,0,4,0,0,37,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,4,6,3,8,14,6,7,0,0,48,0,0,0,0,0,0,0,0,0,6,0,8,5,0,0,0,0,20,9,64,65,60,27,13,0,0,248
80104104008,12,20,8,0,0,0,59,0,0,3,4,0,0,0,0,17,12,26,29,18,8,6,0,0,88,3,13,11,21,10,3,0,0,59,6,9,9,11,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,8,14,4,0,0,0,50,0,0,0,0,0,0,0,0,3,3,5,6,3,0,0,0,0,19,28,69,71,83,32,8,0,0,298
80104104011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104013,15,0,3,0,0,0,25,0,0,10,0,0,0,0,0,9,3,14,23,13,3,0,0,0,54,0,7,12,3,3,7,0,0,29,3,6,6,10,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,10,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,23,63,31,18,15,0,0,156
