SA1_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
80105105601,22,25,10,15,3,0,96,0,3,8,11,0,5,4,0,23,9,33,37,18,22,9,9,0,122,5,12,6,3,4,5,0,0,34,0,4,10,9,7,4,3,3,42,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,9,6,6,9,14,7,4,4,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,15,13,68,84,70,50,36,13,5,345
80105105602,31,12,15,9,0,0,76,0,3,8,11,11,4,0,0,29,6,32,27,31,15,16,3,4,134,0,0,11,3,4,0,3,0,27,3,10,6,9,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,12,6,9,0,4,5,0,0,0,38,0,0,0,0,4,0,0,0,3,4,8,10,9,0,0,0,0,30,12,63,82,74,43,32,11,7,334
80105105603,31,22,15,12,7,0,100,0,0,0,8,7,8,6,0,28,7,26,21,20,16,13,7,0,114,0,0,5,0,0,6,0,0,15,6,5,5,3,6,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,3,6,0,0,4,22,0,0,0,0,0,0,0,0,4,0,0,0,10,5,3,3,0,21,16,44,58,66,44,46,27,5,304
80105105604,23,29,4,4,0,0,73,0,0,8,3,0,0,3,0,18,0,14,20,20,12,4,5,0,76,0,4,0,0,6,0,0,0,20,0,7,5,6,3,8,3,0,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,7,5,6,10,6,3,0,31,0,0,0,0,0,0,0,0,3,4,4,5,5,5,0,5,3,22,6,29,64,63,34,20,13,3,247
80105105605,18,25,14,8,3,0,88,0,3,3,6,5,4,0,0,26,14,20,35,25,20,6,5,0,119,0,0,3,8,10,4,3,0,34,0,5,9,4,3,3,3,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,5,9,4,3,5,3,0,28,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,5,12,37,70,83,52,30,14,4,308
80105105606,8,9,13,6,0,3,42,0,0,0,6,3,0,0,0,14,0,3,10,14,13,9,0,0,46,0,0,0,0,7,0,0,0,9,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,7,27,31,39,19,8,3,131
80105105607,16,22,13,4,3,3,63,0,0,8,10,8,10,0,0,35,4,17,20,29,20,6,5,0,101,0,0,5,7,4,0,3,0,22,0,5,4,4,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,4,6,9,4,3,5,31,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,6,11,6,36,60,78,48,20,11,9,269
80105105701,13,15,9,11,9,3,57,0,3,3,5,3,10,3,0,24,3,15,11,19,11,17,10,0,85,0,0,3,11,12,9,12,0,42,0,0,3,8,5,5,0,3,21,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,5,3,0,3,8,6,3,7,3,29,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,0,10,11,22,33,52,46,49,39,11,262
80105105702,12,7,6,0,0,0,35,0,4,3,3,0,5,0,0,12,3,25,19,10,10,0,0,0,68,0,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,41,38,24,28,7,0,5,155
80105105703,16,18,4,7,0,0,47,0,3,3,0,6,3,0,0,14,3,14,8,4,4,9,4,3,48,3,4,0,3,6,0,0,0,22,0,8,0,3,9,4,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,9,4,0,0,33,0,0,0,0,0,3,0,0,3,0,0,5,6,0,0,5,0,16,13,33,32,36,25,30,6,3,183
80105105704,10,3,4,4,0,0,39,0,0,0,3,0,3,0,0,8,5,28,17,12,6,8,4,0,82,0,4,3,3,0,3,9,0,20,0,6,4,0,0,3,5,0,16,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,4,6,8,0,0,3,5,0,19,0,5,0,0,0,0,0,0,5,0,0,5,5,0,8,0,0,21,16,51,43,33,20,33,10,3,197
80105105705,14,18,11,12,0,0,68,0,0,5,4,8,9,6,0,33,7,18,21,17,14,17,7,0,101,0,0,6,4,5,9,0,0,23,7,0,7,16,4,8,7,6,43,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,7,16,9,9,7,6,49,0,0,0,0,0,0,0,0,8,0,0,6,3,3,0,0,3,22,22,30,61,56,55,45,13,7,291
80105105706,20,3,3,0,0,6,71,0,0,3,0,0,0,0,0,6,13,39,21,9,6,7,3,12,102,0,8,5,4,5,4,9,8,37,0,3,4,0,3,8,0,3,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,7,5,0,3,8,3,7,34,0,0,0,0,0,0,0,0,3,3,5,3,0,0,11,47,64,133,23,102,55,21,22,26,62,96,393
80105105708,20,24,14,19,3,0,96,0,8,0,4,5,11,0,0,26,0,26,25,23,16,3,3,0,100,5,4,3,4,5,3,0,4,24,0,3,0,5,0,0,0,0,14,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,7,6,0,5,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,0,20,11,59,55,53,47,40,14,5,287
80105105709,29,13,7,4,5,0,90,0,8,5,7,0,0,0,0,23,24,36,23,7,9,7,0,4,114,0,0,9,8,0,4,0,0,23,5,5,3,5,10,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,5,10,4,0,0,35,0,0,0,0,0,0,0,0,3,0,10,3,0,0,3,0,0,18,36,91,69,35,32,28,7,8,307
80105105711,66,23,12,3,3,0,205,0,24,3,10,6,3,0,0,43,45,164,62,21,9,9,10,0,320,8,19,7,10,6,0,5,0,53,0,19,9,11,4,0,0,0,41,5,3,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,9,12,21,9,8,4,5,0,0,59,0,0,3,0,0,0,0,0,6,0,17,0,3,0,0,0,0,28,72,335,156,80,41,29,13,0,712
80105105712,24,10,8,0,0,0,144,0,20,7,0,0,0,0,0,35,34,113,24,13,0,0,0,0,185,7,9,7,3,5,0,0,0,31,3,18,8,0,3,0,0,0,32,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,7,21,7,4,4,0,0,0,42,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,27,60,295,77,28,14,0,0,0,474
80105105713,16,17,19,4,0,0,62,0,0,0,5,0,0,0,0,14,8,18,19,13,10,0,0,0,82,0,0,0,5,0,6,0,0,16,3,5,4,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,24,39,40,47,39,17,4,3,211
80105105714,9,16,9,3,0,0,48,0,5,3,8,5,5,0,0,17,6,23,9,16,4,0,0,0,68,4,0,0,4,4,0,0,0,9,6,4,0,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,7,0,0,21,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,3,0,19,14,45,31,44,29,13,4,0,179
80105105715,12,8,5,0,0,0,60,0,6,3,0,3,3,0,0,16,16,34,7,5,5,6,0,0,78,0,8,6,0,0,0,0,0,18,3,0,4,3,6,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,9,0,9,0,0,0,25,0,0,0,0,0,0,0,0,5,7,12,7,0,3,0,0,0,36,37,87,40,26,24,10,6,0,230
80105105801,28,30,24,9,3,0,101,0,7,3,9,14,0,0,0,27,8,21,25,35,20,13,8,0,125,3,5,10,15,8,0,5,0,43,5,7,4,4,7,0,0,0,33,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,7,4,4,13,0,0,0,39,0,0,0,0,0,0,0,0,0,8,4,8,8,3,0,0,0,27,24,50,69,102,87,26,16,0,373
80105105802,12,24,16,9,6,0,85,0,0,7,4,4,0,0,0,17,27,41,20,17,18,7,5,0,139,0,0,5,7,8,3,0,0,26,5,3,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,3,0,0,4,6,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,14,34,57,43,66,44,31,18,8,297
80105105803,21,5,5,4,0,0,68,0,7,5,4,4,3,0,0,25,16,53,31,7,10,3,0,0,132,0,8,3,0,3,0,0,0,18,4,11,7,7,5,7,0,0,36,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,10,3,16,7,7,4,6,4,0,46,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,21,27,125,64,39,28,11,5,3,311
80105105804,14,11,8,7,0,0,54,0,6,0,0,0,0,0,0,14,16,17,9,20,9,9,0,0,80,0,5,0,3,0,6,0,0,16,0,0,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,7,4,0,0,0,5,5,7,0,27,0,0,0,0,0,0,0,0,0,4,8,4,0,0,4,0,0,17,22,39,35,42,30,33,13,6,213
80105105805,10,12,12,6,0,0,44,0,3,0,3,0,3,0,0,16,0,9,7,12,10,6,0,0,50,0,3,3,0,0,0,0,0,12,0,0,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,3,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,23,36,32,16,4,5,142
80105105806,21,12,6,10,5,0,77,0,0,0,0,5,5,0,0,13,12,13,11,15,10,10,3,0,70,4,6,3,0,5,0,0,0,14,3,0,6,4,0,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,4,0,0,4,0,21,0,0,4,0,0,0,0,0,4,0,0,0,0,3,4,0,0,15,19,42,47,33,29,28,12,0,212
80105105807,17,31,16,25,4,0,115,0,3,4,8,6,14,0,0,33,20,26,10,27,29,24,3,3,142,4,0,4,8,0,0,0,3,21,5,8,4,3,6,5,0,4,36,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,10,4,5,5,5,0,4,40,0,0,0,0,0,5,0,0,5,6,0,0,4,0,0,0,0,16,29,54,44,88,60,75,16,12,368
80105105808,20,29,18,17,3,4,115,0,5,4,13,3,4,0,0,32,18,35,19,25,28,17,4,3,150,0,4,3,3,3,0,5,0,23,4,0,3,5,4,0,0,0,20,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,3,4,7,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,25,61,54,77,67,45,14,9,358
80105105809,7,24,7,5,0,0,60,0,0,3,3,4,4,0,0,20,5,16,5,18,16,6,3,0,78,3,0,9,8,5,3,0,0,30,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,0,4,8,0,0,4,0,23,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,13,14,25,33,69,41,28,13,0,220
80105105810,9,18,9,12,0,0,60,0,0,8,0,7,0,0,0,19,10,19,10,24,4,5,0,0,75,0,3,4,4,4,4,0,0,18,0,5,4,3,0,0,0,0,8,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,3,4,4,4,5,0,7,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,18,37,36,53,22,21,12,6,198
80105105811,29,21,25,19,0,3,123,0,0,9,10,4,0,0,0,21,10,36,23,26,21,19,10,0,139,0,5,0,8,9,4,0,0,29,5,6,0,0,0,6,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,6,7,3,0,5,7,0,0,33,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,11,27,64,65,72,64,49,16,3,363
80105105812,21,12,12,8,4,0,78,0,3,5,3,9,4,0,0,25,17,33,17,13,18,9,4,0,108,0,0,3,4,3,4,0,0,16,0,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,9,3,0,5,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,14,21,57,45,41,55,33,7,0,260
80105105813,35,16,17,0,5,0,119,0,13,8,3,0,4,0,0,34,35,86,30,24,8,3,0,0,195,5,13,0,9,3,6,0,0,34,5,10,4,4,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,15,4,9,3,0,0,0,43,0,0,0,0,0,0,0,0,5,3,10,4,0,0,0,0,0,25,53,193,80,60,39,19,14,0,456
80105105814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
80105106003,45,26,13,6,5,0,148,4,22,7,8,3,5,0,0,43,58,129,46,14,10,7,6,0,265,0,5,4,8,7,0,0,6,24,5,20,6,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,9,21,8,4,0,4,0,0,42,0,0,0,0,0,0,0,0,0,8,4,7,6,6,4,3,0,37,80,237,123,63,27,24,14,6,570
80105106006,17,18,12,8,9,3,105,0,6,0,6,0,3,0,0,16,24,31,19,14,12,7,0,0,119,0,3,6,3,3,0,3,0,22,0,3,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,4,6,5,4,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,32,77,49,52,38,26,17,12,304
80105106007,7,12,11,18,15,0,73,0,0,6,5,3,10,0,0,22,15,15,6,9,11,9,9,8,81,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,9,19,21,25,39,28,46,20,10,206
80105106008,26,3,6,0,0,0,96,0,9,3,0,0,0,0,0,17,43,82,27,14,5,0,0,0,167,8,8,6,3,4,0,0,0,27,4,12,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,26,54,188,67,27,14,3,3,0,357
80105106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,24,5,3,0,0,0,77,0,12,10,0,0,0,0,0,28,26,58,13,3,0,5,0,0,107,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,6,0,4,8,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,124,58,12,8,5,0,0,248
80105106011,11,16,7,7,4,0,76,0,11,3,0,0,0,0,0,17,25,41,20,12,10,12,0,0,114,0,0,0,4,0,4,0,0,14,4,3,0,6,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,6,7,6,0,0,15,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,13,27,94,34,39,24,23,8,0,252
80105106012,35,13,15,4,4,0,117,5,8,4,8,0,6,0,0,32,38,94,19,12,20,9,4,3,191,4,4,9,0,7,3,0,0,19,3,0,0,5,0,0,0,0,9,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,8,0,7,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,6,8,7,4,5,0,0,28,50,169,70,36,38,35,12,3,409
80105106013,16,9,3,3,6,0,50,0,5,0,0,0,0,0,0,8,13,23,0,5,9,0,4,0,55,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,21,12,13,7,3,0,123
80105106014,40,14,6,0,0,0,143,3,15,3,3,0,0,0,0,26,51,109,38,12,6,4,0,0,224,5,8,8,4,3,0,0,0,26,10,12,6,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,6,0,3,0,0,0,37,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,17,80,224,101,33,24,7,3,0,468
80105106015,24,20,7,18,0,0,111,0,10,3,0,4,3,0,0,23,22,58,18,6,9,16,9,5,143,0,7,4,6,12,6,0,0,42,0,3,5,0,3,0,0,0,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,3,5,0,4,3,0,0,29,0,0,0,0,0,0,0,0,3,0,9,3,4,4,3,0,0,28,33,117,59,44,41,50,20,7,374
80105106101,16,20,13,5,0,0,60,0,4,10,4,6,0,0,0,16,3,20,21,20,13,6,4,4,90,4,4,4,4,7,0,0,0,29,0,8,4,10,4,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,4,6,8,0,0,4,37,0,0,0,3,0,0,0,0,3,3,3,6,0,3,0,3,0,26,9,46,58,67,44,17,10,9,254
80105106102,18,17,3,4,3,0,62,0,3,0,0,3,0,0,0,11,0,24,10,15,12,5,3,0,67,0,0,3,4,7,5,0,0,19,0,0,4,7,4,4,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,4,9,0,31,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,5,55,38,44,27,17,14,6,204
80105106103,33,17,11,4,0,0,72,0,4,3,8,10,4,0,0,28,10,35,45,11,18,13,7,0,131,0,13,3,3,4,0,0,0,28,9,11,9,3,7,4,0,0,40,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,12,13,9,3,10,4,0,0,42,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,19,69,100,48,47,23,5,0,316
80105106106,7,12,5,9,0,0,42,0,0,4,3,0,8,0,0,15,9,4,12,8,5,0,0,0,39,4,4,5,4,6,0,0,0,12,0,7,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,18,26,37,31,11,16,0,0,142
80105106107,19,15,9,0,3,0,60,0,3,11,13,0,0,0,0,23,12,20,12,10,11,5,4,0,69,0,0,13,3,5,0,0,0,15,3,6,4,4,4,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,6,4,4,5,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,14,35,53,38,32,15,12,0,205
80105106108,25,17,15,8,0,0,94,0,5,3,0,6,9,0,0,27,14,28,30,15,15,3,0,0,118,0,0,4,0,5,3,6,0,29,0,9,9,9,6,0,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,9,5,7,6,0,0,35,0,0,0,0,5,0,0,0,4,4,6,0,4,5,0,7,0,26,17,81,80,50,59,28,11,7,331
80105106109,18,23,21,4,0,0,72,0,0,9,6,0,0,0,0,17,10,18,30,23,16,3,0,4,108,0,0,4,5,3,0,0,0,19,0,5,4,7,3,0,0,0,21,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,3,3,5,4,9,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,15,38,60,67,53,23,6,3,251
80105106110,15,18,0,5,0,0,57,0,0,8,4,0,0,0,0,17,0,18,20,15,5,5,0,0,70,0,7,6,9,0,4,0,0,24,6,5,6,3,7,0,0,0,33,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,5,5,10,4,12,5,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,18,10,47,64,56,28,24,6,3,221
80105106111,22,5,4,6,0,0,52,0,4,4,10,0,0,0,0,16,0,8,23,14,12,4,10,0,73,0,0,3,5,0,0,0,0,14,0,0,5,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,22,0,0,5,0,0,0,0,0,5,0,7,6,4,0,0,4,0,14,4,26,64,34,28,20,15,0,192
80105106112,18,9,8,0,0,0,50,0,0,0,7,4,0,0,0,16,4,16,16,15,7,7,3,0,69,0,0,3,0,0,0,3,0,12,0,0,4,0,4,0,0,0,16,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,13,11,46,44,44,21,15,11,0,185
80105106113,18,13,7,0,0,0,47,0,3,0,0,0,4,0,0,15,13,26,19,13,4,5,0,0,76,0,7,15,10,3,0,0,0,34,4,0,12,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,19,56,60,31,14,11,3,0,199
80105106114,36,10,4,5,0,0,104,0,17,5,4,4,0,0,0,28,6,86,36,10,6,5,0,0,151,6,14,9,6,0,4,0,0,32,3,19,7,6,4,0,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,10,20,10,14,4,6,0,0,50,0,0,0,0,0,0,0,0,3,5,4,9,4,5,0,0,0,21,23,185,101,45,21,17,5,0,395
80105106116,36,18,4,4,0,0,97,0,8,13,6,6,0,0,0,28,11,62,36,10,10,5,0,0,136,3,26,11,4,0,0,0,0,54,10,21,16,4,4,0,0,0,60,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,26,15,6,4,0,0,0,60,0,0,0,0,0,0,0,0,3,8,14,9,4,5,0,0,0,33,36,178,117,56,17,8,5,0,416
80105106117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106119,21,23,8,7,0,4,69,0,4,7,9,6,6,0,0,28,9,21,29,23,13,11,0,0,107,5,7,6,3,5,3,0,0,29,0,6,8,0,3,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,21,40,64,64,37,23,3,0,262
80105106120,57,18,9,0,0,0,131,0,18,11,12,4,3,0,0,43,16,72,41,15,5,3,0,0,153,6,15,5,5,0,3,0,0,40,0,22,6,9,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,23,4,7,0,0,0,0,45,0,0,0,0,0,0,0,0,5,10,7,8,5,0,8,0,0,31,29,177,135,57,25,18,0,0,437
