SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
80104104807,6,9,3,8,0,0,24,0,0,10,3,4,0,0,0,26,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,11,23,21,11,9,5,0,84,0,0,3,0,0,0,0,0,8,0,0,3,5,0,0,0,0,17,0,0,4,3,3,0,0,0,18,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,11,0,7,0,3,0,3,0,0,14,0,4,9,12,7,4,0,0,42,0,3,8,3,7,4,0,0,36,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,4,5,19,40,34
80104104808,6,5,7,3,0,0,29,0,4,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,10,25,22,13,15,13,0,0,104,0,0,6,0,5,0,0,0,9,4,4,8,4,5,4,0,0,20,0,0,8,7,3,4,3,0,21,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,3,0,4,0,3,0,0,14,0,7,13,6,7,3,0,0,37,0,6,4,4,3,6,0,0,32,0,0,0,0,0,0,0,0,7,4,6,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,8,10,40,45,32
80104104809,9,3,5,4,0,0,28,0,3,3,8,10,3,0,0,35,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,24,24,26,19,23,0,0,125,0,3,0,3,4,0,0,0,11,0,3,7,9,3,0,0,0,25,0,4,4,6,6,4,0,0,25,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,4,3,3,3,5,0,3,0,0,22,0,4,6,5,0,0,0,0,17,3,7,9,11,9,6,0,0,55,0,15,6,13,16,9,0,0,55,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,5,0,0,9,12,46,48,47
80104104810,3,5,10,4,0,0,20,0,4,4,0,5,0,0,0,17,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,14,18,20,10,0,0,82,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,16,0,4,8,3,3,3,0,0,31,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,6,0,4,0,6,3,0,0,0,12,0,5,8,8,14,8,0,0,39,6,4,4,9,7,4,0,0,28,0,0,6,3,0,0,0,0,9,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,15,29,31,33
80104104811,9,3,8,5,0,0,21,0,3,0,4,4,3,0,0,22,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,6,13,19,23,22,16,0,0,95,0,0,0,6,3,3,0,0,11,0,5,4,0,6,0,0,0,11,0,0,0,5,8,0,0,0,13,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,0,4,3,6,0,4,0,0,25,0,4,11,9,10,7,0,0,45,7,3,5,8,7,6,0,0,36,0,0,4,0,0,0,0,0,9,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,3,3,0,0,0,16,10,27,41,39
80104104812,15,5,5,3,0,0,39,0,11,11,3,0,4,0,0,30,0,0,0,0,0,0,0,0,6,3,5,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,16,7,45,49,23,11,8,6,0,156,0,4,8,3,3,5,0,0,13,0,11,11,6,3,0,0,0,24,0,7,8,5,5,3,0,0,27,0,5,0,3,0,0,0,0,11,0,0,0,5,0,0,0,0,6,0,13,9,5,4,0,0,0,25,3,5,5,0,0,0,0,0,21,0,23,19,5,5,3,0,0,50,0,20,10,6,0,6,0,0,50,0,7,0,0,5,0,0,0,14,5,5,3,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,3,3,0,0,0,0,31,17,105,72,53
80104104813,4,3,0,0,0,0,20,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,19,18,9,6,0,0,70,0,4,0,5,6,4,0,0,15,4,0,3,5,4,3,0,0,16,0,0,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,6,0,0,4,4,0,0,0,0,10,4,5,6,6,0,3,0,0,34,4,0,4,6,5,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,3,0,0,0,12,9,31,38,30
80104104814,5,10,10,0,0,0,33,6,6,7,7,7,5,4,0,39,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,18,28,39,22,33,10,11,0,152,0,3,4,3,5,0,0,0,14,0,0,6,10,6,0,0,0,20,0,9,10,3,3,5,0,0,30,5,0,3,8,0,0,0,0,12,0,0,5,0,0,0,0,0,9,5,9,7,6,3,3,6,0,31,0,3,0,3,3,3,4,0,24,3,9,15,13,18,0,0,0,57,6,12,14,9,10,4,5,0,49,0,4,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,5,0,5,0,0,0,17,23,50,78,57
80104111601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,34,10,0,0,0,0,65,0,10,14,5,0,0,0,0,31,0,0,3,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,3,3,3,0,0,0,0,15,13,61,78,30,0,9,0,0,201,0,0,12,4,0,0,0,0,15,0,6,14,0,0,0,0,0,21,0,11,7,12,0,4,0,0,27,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,11,13,4,0,0,0,0,35,5,14,0,5,0,0,0,0,21,5,19,55,15,0,0,0,0,106,4,15,13,5,7,0,0,0,47,0,3,9,0,0,0,0,0,9,0,11,11,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,4,4,3,6,0,0,0,0,23,27,102,147,60
80104111803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0
80104112001,13,5,0,0,0,0,23,0,3,5,4,0,0,0,0,17,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,30,46,11,0,0,0,0,99,0,3,3,0,0,0,0,0,8,5,5,17,0,0,0,0,0,24,0,4,7,0,0,0,0,0,20,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,9,13,5,0,0,0,0,23,0,3,9,0,0,0,0,0,12,0,14,15,3,3,0,0,0,42,4,9,14,3,0,0,0,0,29,0,0,3,5,0,0,0,0,4,3,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,14,58,88,28
80104112003,11,10,6,3,0,0,38,0,9,8,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,11,34,59,24,3,7,0,0,133,0,0,7,0,0,3,0,0,9,0,6,22,8,0,0,0,0,27,0,0,11,0,0,3,0,0,17,0,3,10,0,0,0,0,0,19,0,5,0,0,0,0,0,0,4,3,9,14,4,0,0,0,0,26,0,0,11,0,3,0,0,0,23,0,17,34,20,0,3,0,0,76,6,7,13,14,0,0,0,0,34,0,0,4,0,0,0,0,0,5,4,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,8,9,0,4,0,0,0,20,20,59,122,45
80104112005,10,0,0,0,0,0,25,0,13,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,52,37,7,3,0,0,0,111,0,0,5,0,0,0,0,0,7,0,12,14,7,0,0,0,0,37,0,7,5,0,0,0,0,0,26,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,12,9,6,0,0,0,0,24,0,4,9,3,0,0,0,0,24,0,26,20,0,0,0,0,0,55,0,17,8,5,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7,10,86,86,30
80104112006,16,3,6,0,0,0,40,0,8,7,4,0,0,0,0,20,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,47,51,19,9,3,0,0,143,3,7,6,0,0,0,0,0,9,4,12,13,6,0,0,0,0,35,0,9,8,5,0,0,0,0,27,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,13,11,0,5,0,0,0,33,0,0,7,0,4,0,0,0,15,7,24,28,9,3,0,0,0,75,0,16,7,6,0,3,0,0,30,0,6,0,0,0,0,0,0,10,0,10,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,16,22,94,95,40
80104112007,14,0,0,0,0,0,31,0,3,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,6,10,0,0,0,0,0,19,5,40,45,16,5,4,3,0,116,0,0,5,0,0,0,0,0,6,5,8,16,0,0,0,0,0,27,0,10,5,0,0,5,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,7,4,0,0,4,0,18,0,0,4,3,0,0,0,0,18,4,20,22,3,0,7,0,0,59,0,10,8,8,5,0,0,0,25,0,3,8,0,0,0,0,0,16,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,11,13,6,0,0,0,0,29,10,69,91,24
80104112008,4,5,0,0,0,0,23,3,6,9,0,0,0,0,0,20,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,12,13,60,26,11,5,0,0,0,119,0,4,3,0,0,0,0,0,10,4,16,3,0,0,0,0,0,22,0,5,4,0,5,0,0,0,13,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,15,4,0,0,0,0,0,19,4,5,4,3,0,0,0,0,16,0,27,11,9,0,0,0,0,48,3,6,16,3,0,0,0,0,27,0,5,8,0,0,0,0,0,4,0,9,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,15,0,0,0,0,0,0,20,17,115,52,20
80104112009,13,0,4,0,0,0,34,3,12,8,3,0,0,0,0,22,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,8,11,70,43,8,4,0,0,0,137,0,8,0,0,0,0,0,0,7,0,15,12,7,0,0,0,0,33,0,13,5,0,0,4,0,0,21,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,5,0,0,0,0,0,25,0,15,5,0,3,0,0,0,21,0,23,27,5,4,0,0,0,62,3,14,12,3,0,0,0,0,32,4,14,4,0,0,0,0,0,15,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,14,21,131,79,16
80104112010,14,5,0,0,0,0,26,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,7,0,0,0,0,0,0,6,3,33,49,15,3,0,0,0,113,0,8,8,3,0,0,0,0,16,4,9,18,0,0,0,0,0,30,0,6,9,5,0,0,0,0,22,0,6,3,0,0,0,0,0,4,0,0,4,6,0,0,0,0,7,0,9,9,3,0,0,0,0,32,0,0,3,7,0,0,0,0,12,0,8,23,6,0,0,0,0,44,0,4,13,3,0,3,0,0,28,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,3,3,0,0,3,0,0,15,11,58,107,40
80104112011,11,6,0,0,0,0,24,0,7,0,5,0,0,0,0,15,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,36,15,0,4,0,0,88,0,5,5,4,3,0,0,0,15,0,0,16,5,0,0,0,0,30,0,3,7,5,0,0,0,0,16,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,17,0,5,6,6,0,3,0,0,20,6,13,18,7,0,0,0,0,47,0,10,0,8,0,0,0,0,17,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,8,48,76,39
80104112012,3,0,0,0,0,0,15,0,11,6,0,4,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,7,9,57,48,13,10,0,0,0,127,0,6,8,0,0,0,0,0,16,5,19,10,0,0,0,0,0,30,0,5,4,5,3,0,0,0,18,0,5,3,0,3,0,0,0,14,0,4,0,0,0,0,0,0,4,0,9,15,0,0,0,0,0,23,0,0,3,3,0,0,0,0,16,0,22,19,5,0,0,0,0,49,0,14,18,0,4,0,0,0,32,0,0,4,4,0,0,0,0,4,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,10,0,9,9,4,0,0,0,0,19,9,95,102,18
80104112013,24,3,0,0,0,0,37,0,3,4,4,0,0,0,0,12,0,0,3,0,0,0,0,0,10,0,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,21,11,33,64,19,4,7,0,0,132,0,0,3,0,4,0,0,0,14,0,14,22,3,0,0,0,0,41,0,5,3,0,5,0,0,0,18,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,4,6,3,0,0,0,24,0,0,6,0,0,0,0,0,13,0,16,31,10,0,0,0,0,60,0,7,8,7,3,0,0,0,22,4,0,4,3,0,0,0,0,9,0,4,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,4,0,0,0,0,27,18,51,115,43
80104112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,10,5,0,0,0,0,31,5,6,9,4,0,0,0,0,20,3,4,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,9,52,35,15,4,5,0,0,111,3,4,0,3,0,0,0,0,18,0,9,10,0,0,0,0,0,26,0,7,9,4,3,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,14,0,3,0,0,0,0,16,5,8,4,5,0,0,0,0,17,0,23,19,4,0,0,0,0,54,7,5,11,8,0,0,0,0,33,3,7,9,0,0,0,0,0,19,5,7,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,9,9,3,0,0,0,0,24,19,98,76,28
80104112102,9,0,0,0,0,0,22,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,7,0,4,0,0,0,0,15,11,39,22,9,3,0,0,0,92,0,0,0,0,4,0,0,0,8,0,12,13,0,0,0,0,0,26,0,5,5,0,0,0,0,0,12,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,14,3,0,0,0,0,0,0,0,7,0,19,13,4,0,0,0,0,43,0,10,5,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,10,5,5,0,0,0,0,23,15,77,58,11
