SA1_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
80108109605,35,51,11,25,19,8,5,10,3,165
80108109701,51,54,19,24,31,9,6,13,7,211
80108109702,58,84,20,27,24,13,0,3,8,229
80108109703,53,74,16,30,26,8,7,8,3,229
80108109705,11,23,6,11,19,10,4,9,3,98
80108109706,39,57,12,13,10,13,0,6,0,167
80108109707,46,74,23,24,41,15,3,11,4,244
80108109708,31,60,29,18,18,10,8,10,0,189
80108109801,21,42,15,26,17,7,4,15,7,156
80108109802,40,57,29,14,32,7,0,13,0,193
80108109804,18,38,5,7,19,5,0,4,0,102
80108109806,13,62,18,15,33,10,5,0,0,166
80108109807,26,39,18,4,11,9,7,9,4,127
80108109808,61,72,18,14,35,13,5,7,5,230
80108109809,73,101,21,22,41,18,9,8,5,290
80108109810,21,36,3,9,8,6,3,4,0,90
80108109811,0,0,0,0,0,0,0,0,0,0
80108109812,37,66,14,14,16,10,0,0,4,159
80108109813,37,71,13,9,27,9,0,4,4,175
80108109814,51,85,18,18,21,7,5,4,7,211
80108113301,0,0,0,0,0,0,0,0,0,0
80109109901,82,135,44,46,53,25,10,62,6,469
80109109902,56,132,43,48,51,24,6,35,10,410
80109109903,52,62,12,23,21,12,0,4,3,196
80109109904,39,57,18,25,19,14,6,4,0,183
80109109905,40,97,16,25,35,23,3,9,0,250
80109110001,51,105,13,21,30,7,0,10,0,237
80109110002,54,83,15,15,22,16,3,3,5,210
80109110003,25,42,4,13,16,10,3,0,0,123
80109110004,73,134,28,26,30,14,6,30,9,354
80109110005,69,98,10,24,37,10,7,5,9,265
80109110006,54,88,13,18,25,13,5,11,0,229
80109110007,30,54,5,7,15,5,4,5,3,125
80109110008,69,141,33,43,35,29,16,24,10,387
80109110010,70,114,13,17,36,10,5,4,3,278
80109110011,32,57,15,3,12,3,0,0,5,130
80109110012,54,89,14,15,24,7,4,10,13,220
80109110013,10,52,12,37,31,3,5,17,5,176
80109110014,26,34,6,4,13,8,0,5,3,108
80109110101,21,49,12,26,23,11,0,11,7,154
80109110102,63,73,25,15,23,14,0,3,3,214
80109110104,39,80,21,31,27,6,3,10,5,218
80109110105,52,72,11,20,25,4,3,4,4,199
80109110106,25,38,10,14,16,3,7,15,0,132
80109110107,53,80,28,31,48,16,8,13,5,271
80109110108,60,86,18,15,38,17,4,9,6,249
80109110109,60,56,16,15,12,13,3,4,7,181
80109110110,29,58,17,18,27,4,3,6,9,166
80109110201,0,0,0,0,0,0,0,0,0,0
80109110202,39,103,23,19,37,17,0,12,7,263
80109110203,50,80,13,18,22,16,7,8,4,219
80109110204,36,77,7,20,24,15,0,3,11,190
80109110205,44,49,5,19,17,0,0,4,4,141
80109110206,31,66,10,11,21,7,0,3,0,151
80109110207,70,212,25,38,46,15,6,19,5,432
80109110209,33,58,6,6,12,10,0,0,4,142
80109110210,4,4,8,4,7,3,7,0,0,32
80109110211,26,84,14,16,21,9,6,5,3,181
80109110301,38,94,21,46,22,16,6,22,6,267
80109110302,47,72,15,13,19,16,5,5,3,189
80109110303,57,65,12,17,28,8,0,3,3,187
80109110304,58,110,6,20,28,11,0,7,0,237
80109110305,37,42,8,14,14,8,0,6,5,134
80109110306,37,75,13,21,21,10,5,3,4,191
80109110307,69,91,17,23,22,11,9,14,4,254
80109110308,21,28,3,4,14,3,0,4,0,85
80109110401,71,139,10,25,45,10,5,12,8,331
80109110402,33,69,10,12,26,5,0,9,5,170
80109110403,42,66,16,21,28,12,4,4,3,193
80109110404,39,78,14,20,34,4,3,3,0,204
80109110405,42,80,22,16,36,16,9,12,0,225
80109110406,0,0,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0,0,0
80109110502,50,110,25,41,29,18,12,28,9,322
80109110503,31,64,18,35,22,11,9,31,7,227
80109110504,49,95,20,26,45,8,4,11,9,259
80109110505,49,78,14,24,18,12,0,7,0,199
80109110506,66,92,22,43,33,24,3,29,10,320
80109110507,38,90,49,71,39,28,15,73,13,410
80109110601,46,99,27,30,54,25,7,15,4,308
80109110602,55,120,29,39,53,11,0,17,3,323
80109110603,53,67,36,25,37,10,3,12,3,257
80109110604,25,29,5,12,30,13,0,13,0,132
80109110605,21,75,43,64,32,30,14,63,9,360
80109110606,52,59,15,11,19,15,4,5,7,184
80109110607,54,87,17,20,31,15,3,5,7,242
80109110701,34,50,5,3,14,6,0,5,3,131
80109110702,66,135,17,28,57,22,5,14,4,347
80109110801,0,0,0,0,0,0,0,0,0,0
80109110802,38,36,10,8,9,5,5,4,0,121
80109110803,60,96,12,44,39,22,7,16,8,306
80109110804,39,93,22,20,41,9,5,11,6,247
80109110805,52,75,21,21,34,19,4,6,0,221
80109110806,49,58,10,13,26,15,3,7,4,187
80109110807,79,89,27,26,42,13,3,14,3,295
80109110901,23,43,9,6,28,8,3,10,6,129
80109110904,0,0,0,0,0,0,0,0,0,0
80109110905,15,35,6,21,13,9,5,11,0,117
80109110907,25,70,21,42,27,8,5,22,7,230
80109110908,15,112,16,23,34,19,4,19,5,240
80109110910,51,99,12,19,28,14,4,11,4,242
80109110913,26,61,18,4,19,0,0,7,0,140
80109110915,61,138,30,57,43,22,12,27,13,394
80109110916,42,151,38,35,65,20,3,17,11,388
80109110917,60,300,49,65,106,30,10,22,9,648
80109110918,59,137,20,25,56,16,5,5,4,324
80109110919,0,0,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0,0,0
80109110921,88,223,71,76,94,67,14,35,14,684
80109111001,51,91,25,32,49,11,8,11,9,287
80109111002,34,75,30,23,43,18,6,11,0,242
80109111003,26,59,8,8,16,4,0,9,3,133
80109111004,57,81,22,9,47,15,6,4,4,247
80109111005,27,59,17,17,22,8,3,6,4,168
80109111006,32,43,11,13,22,11,5,3,5,156
80110113401,0,0,0,0,0,0,0,0,0,11
80110113505,34,79,19,26,20,15,5,9,4,211
80110113506,47,86,18,29,28,14,3,7,0,232
80110113507,18,43,13,19,21,11,5,12,0,136
80110113508,66,113,22,31,41,15,8,22,9,304
80110113509,67,136,28,38,56,20,5,8,8,363
80110113510,37,93,19,17,20,13,0,16,0,217
80110113511,32,124,38,40,66,22,7,21,9,358
80110113512,18,68,23,32,32,12,5,19,8,216
80110113513,56,126,40,41,42,18,15,3,4,340
80110113514,38,110,30,52,43,22,6,18,7,321
80110113515,54,82,8,12,29,8,0,8,6,213
80110113602,11,63,7,11,19,7,0,3,4,124
80110113603,64,137,20,18,32,21,6,9,8,307
80110113604,73,167,38,39,67,22,5,12,11,428
80110113605,72,124,19,13,29,12,0,5,8,277
80110113606,97,226,35,33,65,22,11,10,10,514
80110113701,0,0,0,0,0,0,0,0,0,0
80110113901,37,119,16,32,23,7,14,6,5,260
80110113902,55,105,12,10,26,3,3,0,3,219
80110113903,40,114,22,33,52,14,4,5,7,298
80110113904,0,0,0,0,0,0,0,0,0,0
80110113905,37,116,22,32,52,21,8,12,9,315
80110113906,64,121,12,26,41,15,3,7,10,300
80110113907,40,76,14,17,44,11,5,7,3,208
80110113908,47,82,15,19,32,11,0,6,6,221
80110113909,28,86,30,31,42,12,4,12,6,256
80110113910,47,116,36,39,53,15,6,16,4,342
80110114501,0,0,0,0,0,0,0,0,0,0
80110114601,0,0,0,0,0,0,0,0,0,0
80111114001,11,8,3,5,5,0,0,0,0,43
80111114002,19,6,4,3,5,0,0,9,3,53
80111114004,3,8,18,8,6,5,0,3,0,46
80111114005,6,0,0,0,0,0,0,0,0,12
80111114006,36,48,28,16,19,5,7,11,3,186
80111114101,0,4,8,0,3,0,0,0,0,23
89797979991,0,0,0,0,0,0,0,0,0,0
89999949999,28,51,25,30,27,21,5,19,0,216
