sa1_code,Suburb,sa3_name,population,pt_commute_rate,demand_score,supply_score,mismatch_score,cluster,cluster_name,cluster_confidence,priority_score,pred_demographics,residual_demographics,pred_service,residual_service,pred_combined,residual_combined,pct_working_age,pct_bachelor_plus,Percnt_LabForc_prticipation_P,median_income,pct_non_english_home,density_pop_per_km2,accessibility_score,weekday_peak_departures,weekday_offpeak_departures,weekend_departures,departures_per_1k,weekend_weekday_ratio,offpeak_peak_ratio
80101100225,Belconnen,Belconnen,408.0,20.28301886792453,66.34652968329182,69.9502246948284,-3.603695011536587,3,Urban Core - Well Served,0.15704338038741775,41.423690534711206,9.835768363019652,10.447250504904876,13.761340759664758,6.521678108259771,12.519979044236944,7.763039823687585,82.59803921568627,57.2538860103627,74.7,1188,50.0,7065.9,4.930334287254238,49.0,86.0,68.5,120.09803921568628,1.37,1.72
80101100301,Bruce,Belconnen,401.0,16.08695652173913,66.66962215324855,45.0750055059204,21.594616647328152,0,Undersupplied Urban,0.19820162551170392,51.453857894886326,12.59860544108837,3.4883510806507587,12.312814787848891,3.774141733890236,11.958412457112182,4.128544064626947,82.54364089775561,60.73446327683616,83.8,1192,43.89027431421446,4395.2,2.990185888393324,0.0,3.0,0.0,0.0,0.0,3.0
80101100304,Bruce,Belconnen,858.0,8.739837398373984,65.01780472149667,44.895476068826774,20.1223286526699,0,Undersupplied Urban,0.1604304574915999,54.07421235994437,9.108314225470451,-0.3684768270964671,8.015036461876358,0.7248009364976262,8.016688519770016,0.7231488786039684,83.68298368298368,55.24568393094289,81.8,1306,33.1002331002331,5308.0,2.8622945224693286,0.0,3.0,0.0,0.0,0.0,3.0
80101100306,Bruce,Belconnen,395.0,10.65989847715736,57.54106897574416,45.918704749336364,11.622364226407797,0,Undersupplied Urban,0.0038939986852414427,47.422822095057505,10.169614574544385,0.4902839026129779,9.816454248804137,0.843444228353226,9.65673407895984,1.0031643981975211,74.17721518987341,59.130434782608695,72.1,1273,24.050632911392405,4308.0,3.5912118282966254,0.0,3.0,0.0,0.0,0.0,3.0
80101100307,Bruce,Belconnen,250.0,10.071942446043163,56.96830676983771,44.43878459514636,12.529522174691351,0,Undersupplied Urban,0.03106913038672492,46.767426847404636,11.486175678372986,-1.4142332323298206,6.237309889248938,3.834632556794227,11.268212426879868,-1.1962699808367017,79.60000000000001,54.824561403508774,70.5,1038,36.8,3323.7,2.5369612661500867,0.0,3.0,0.0,0.0,0.0,3.0
80101100308,Bruce,Belconnen,1012.0,18.398268398268396,46.206524207429176,42.9758544710634,3.230669736365776,2,Suburban Baseline,0.010672258611654708,48.39900946758002,18.605223062983782,-0.2069546647153863,8.134753413253032,10.263514985015364,18.097436255655193,0.3008321426132028,97.92490118577076,20.375865479723046,73.1,400,35.177865612648226,619.0,1.4948138899359245,0.0,3.0,0.0,0.0,0.0,3.0
80101100309,Bruce,Belconnen,291.0,10.0,69.55233741884457,43.80057482517773,25.75176259366684,0,Undersupplied Urban,0.20945281768486018,52.344244363309436,12.328808620684567,-2.3288086206845673,8.676119362130285,1.3238806378697152,11.667831715626022,-1.667831715626022,85.2233676975945,60.71428571428571,87.5,1206,41.580756013745706,6625.1,2.082319840494863,0.0,3.0,0.0,0.0,0.0,3.0
80101100310,Bruce,Belconnen,246.0,8.208955223880597,60.95330524326793,42.66225883446012,18.29104640880781,0,Undersupplied Urban,0.1035421256851392,49.04394665341077,13.096509019569766,-4.887553795689168,7.65542959219159,0.5535256316890074,12.618362261748723,-4.409407037868128,78.04878048780488,56.9377990430622,78.7,1088,42.68292682926829,3183.6,1.2714177997889742,0.0,3.0,0.0,0.0,0.0,3.0
80101100311,Bruce,Belconnen,288.0,4.444444444444445,56.52378870985923,42.79855511109626,13.72523359876297,0,Undersupplied Urban,-0.021519808056997533,47.512565349617546,8.489342674499099,-4.044898230054654,14.70050133422657,-10.256056889782124,8.73801205406803,-4.293567609623585,71.875,56.03112840466926,73.3,1189,28.47222222222222,4345.1,1.368511163816303,0.0,3.0,0.0,0.0,0.0,3.0
80101100312,Bruce,Belconnen,621.0,12.732919254658384,64.06585931880853,44.31813940452404,19.747719914284495,0,Undersupplied Urban,0.1554690229602627,52.26004302189358,11.479710923719788,1.2532083309385964,8.077577197489274,4.6553420571691095,10.822721213516274,1.9101980411421096,76.16747181964574,61.452513966480446,78.7,1238,46.05475040257649,3573.2,2.4510172645944888,0.0,3.0,0.0,0.0,0.0,3.0
80101100314,Bruce,Belconnen,109.0,0.0,19.53409571025194,43.76228871167622,-24.22819300142428,2,Suburban Baseline,0.009684848051002897,31.074172237632535,0.1677082377255573,-0.1677082377255573,0.3431040302715177,-0.3431040302715177,0.1334997264570254,-0.1334997264570254,80.73394495412845,3.92156862745098,24.3,406,12.844036697247708,59.0,2.0550459659097364,0.0,3.0,0.0,0.0,0.0,3.0
80101100315,Bruce,Belconnen,395.0,10.071942446043163,47.01634189871063,42.69361119906242,4.322730699648211,2,Suburban Baseline,0.08578803104064402,44.50296868435367,6.620891873728884,3.451050572314281,7.778930889407703,2.293011556635462,6.999853825365434,3.0720886206777314,58.734177215189874,57.14285714285714,55.2,1096,39.49367088607595,935.8,1.293752280411472,0.0,3.0,0.0,0.0,0.0,3.0
80101100316,Bruce,Belconnen,302.0,12.5,15.111009060146937,43.8938787160839,-28.78286965593696,2,Suburban Baseline,0.030177449445924386,30.607638654479153,9.476195606102932,3.023804393897068,8.6103481359838,3.8896518640162,8.544384962887213,3.9556150371127874,19.5364238410596,41.281138790035584,22.1,936,8.27814569536424,890.9,2.148786723292414,0.0,3.0,0.0,0.0,0.0,3.0
80101100317,Bruce,Belconnen,478.0,18.688524590163937,67.08701704424152,48.80385748284826,18.283159561393262,0,Undersupplied Urban,0.18672422914603418,50.67000539759102,17.577719390295574,1.1108051998683628,15.624430012562048,3.064094577601889,16.699629344695964,1.9888952454679725,89.5397489539749,60.62639821029083,84.8,997,43.72384937238494,5225.6,5.646507772859475,0.0,3.0,0.0,0.0,0.0,3.0
80101100318,Bruce,Belconnen,291.0,4.3478260869565215,48.98224816943303,43.52497167978016,5.45727648965287,2,Suburban Baseline,0.0803513157581917,44.226449921703846,3.047582202053551,1.3002438849029705,5.520144683347187,-1.1723185963906655,4.578091964108474,-0.2302658771519521,56.013745704467354,63.934426229508205,54.5,1671,13.745704467353953,974.0,1.885988457249547,0.0,3.0,0.0,0.0,0.0,3.0
80101100319,Bruce,Belconnen,296.0,8.064516129032258,48.48286109639909,48.79078199602778,-0.30792089962869085,1,Oversupplied Suburban,0.16134904388092092,41.955483325541785,5.967803707635545,2.096712421396713,6.21903923658686,1.845476892445398,6.1801030425210675,1.8844130865111903,62.16216216216216,56.25,61.2,1303,21.62162162162162,1316.1,3.0867252171833353,6.0,9.0,12.0,20.27027027027027,1.7142857142857142,1.2857142857142858
80101100320,Bruce,Belconnen,432.0,10.550458715596331,65.10709938133435,45.708674938194385,19.398424443139966,0,Undersupplied Urban,0.11873970886099036,50.79307764242452,6.251847190157613,4.2986115254387185,7.554406265155945,2.996052450440386,7.2826874941924435,3.267771221403888,74.76851851851852,64.797507788162,87.9,1454,16.89814814814815,6172.5,3.4415929141700357,0.0,3.0,0.0,0.0,0.0,3.0
80101100321,Bruce,Belconnen,467.0,11.923076923076923,68.93513257756747,47.21603244641021,21.719100131157262,0,Undersupplied Urban,0.21449993255888372,51.96713443448538,12.906137998784022,-0.9830610757070986,11.753699822235644,0.1693771008412792,12.6831436973316,-0.7600667742546765,86.7237687366167,58.78048780487804,81.2,1193,48.17987152034261,6462.1,4.5153890212729335,0.0,3.0,0.0,0.0,0.0,3.0
80101100322,Bruce,Belconnen,382.0,8.270676691729323,76.0774810694783,49.28456981786853,26.792911251609766,0,Undersupplied Urban,0.2186620198625723,53.39974877030683,11.481165893668608,-3.210489201939284,10.83996357071266,-2.5692868789833376,12.270346951167982,-3.999670259438659,90.31413612565446,61.03542234332425,92.7,1237,37.17277486910995,13129.2,5.988952767605342,0.0,3.0,0.0,0.0,0.0,3.0
80101100401,Charnwood,Belconnen,226.0,0.0,39.67297567118364,37.363406096609694,2.309569574573949,2,Suburban Baseline,0.3175810677931524,42.51090648151498,0.2940015986119096,-0.2940015986119096,2.2980022304128735,-2.2980022304128735,0.371200402895925,-0.371200402895925,58.849557522123895,23.49397590361446,74.6,1111,7.079646017699115,1955.6,3.933950476322908,0.0,0.0,0.0,0.0,0.0,0.0
80101100402,Charnwood,Belconnen,418.0,4.639175257731959,44.94948208184116,35.544588531561104,9.404893550280057,2,Suburban Baseline,0.38180360704438465,46.697350678538996,2.8488149222341517,1.7903603354978077,2.3008970798558996,2.3382781778760595,2.995606600910696,1.6435686568212633,66.26794258373205,28.955223880597018,73.6,1183,13.636363636363637,2155.0,2.638279601806051,0.0,0.0,0.0,0.0,0.0,0.0
80101100403,Charnwood,Belconnen,458.0,4.117647058823529,40.418386259886546,35.6529963737339,4.765389886152647,2,Suburban Baseline,0.35469556902146787,45.122448089292526,3.5962636164547863,0.5213834423687427,2.3718428503262343,1.745804208497295,3.391361056978214,0.726286001845315,67.03056768558952,24.42528735632184,67.2,983,14.628820960698691,2352.2,2.7155060847539216,0.0,0.0,0.0,0.0,0.0,0.0
80101100404,Charnwood,Belconnen,376.0,3.7593984962406015,38.44149307156857,36.181932247899404,2.259560823669169,2,Suburban Baseline,0.3286216142346988,43.544273767669914,3.5767488029759926,0.1826496932646089,3.157112343343803,0.6022861528967987,3.614627195909552,0.1447713003310498,63.82978723404256,18.79432624113475,63.6,952,22.340425531914892,2136.6,3.0923040769291577,0.0,0.0,0.0,0.0,0.0,0.0
80101100405,Charnwood,Belconnen,448.0,0.0,38.52544337885741,58.7664053163424,-20.24096193748499,1,Oversupplied Suburban,0.425465835141352,35.04968264073634,0.9399025218705224,-0.9399025218705224,0.996863648570152,-0.996863648570152,0.700958818867473,-0.700958818867473,66.74107142857143,19.832402234636874,64.8,1022,12.723214285714285,1921.4,3.557542241516594,31.0,49.0,42.5,69.19642857142857,1.328125,1.53125
80101100406,Charnwood,Belconnen,607.0,4.3999999999999995,36.49818432324314,37.572936732675586,-1.074752409432449,2,Suburban Baseline,0.27044859770685115,43.83273948566522,4.438066845821078,-0.0380668458210786,2.842686456409435,1.5573135435905645,4.604851165647662,-0.2048511656476623,67.54530477759472,17.479674796747968,62.8,773,23.064250411861615,1296.1,4.083213793153872,0.0,0.0,0.0,0.0,0.0,0.0
80101100408,Charnwood,Belconnen,175.0,12.195121951219512,41.431222570189824,37.43228486323896,3.998937706950862,2,Suburban Baseline,0.3560561340507362,42.82850766705001,6.043756504030672,6.151365447188841,5.748029381855662,6.447092569363851,8.291949472055249,3.903172479164263,66.28571428571428,25.675675675675674,69.7,983,21.142857142857142,663.6,3.9830176359485647,0.0,0.0,0.0,0.0,0.0,0.0
80101100409,Charnwood,Belconnen,341.0,8.088235294117647,33.453743845569434,34.11562645643339,-0.6618826108639553,2,Suburban Baseline,0.2232781434788849,42.12990987700273,4.944521162412849,3.1437141317047974,1.439006561804553,6.649228732313094,5.095444225173568,2.9927910689440784,65.6891495601173,15.901060070671376,58.4,638,25.21994134897361,1585.4,1.6203300409974748,0.0,0.0,0.0,0.0,0.0,0.0
80101100501,Cook,Belconnen,301.0,7.207207207207207,40.50099899742448,80.31516059737797,-39.814161599953486,3,Urban Core - Well Served,0.16908745473461165,26.188099404962426,5.542316965978361,1.6648902412288464,5.010094958426043,2.1971122487811643,7.448277368081899,-0.2410701608746919,58.4717607973422,45.0,60.3,927,21.92691029900332,1343.8,2.8982529886823545,82.0,93.0,132.0,272.42524916943523,1.5903614457831325,1.1204819277108433
80101100502,Cook,Belconnen,442.0,10.909090909090908,48.20769165052511,66.69468839163973,-18.486996741114616,3,Urban Core - Well Served,-0.15429384170738158,35.70913388782382,5.603483259813006,5.305607649277902,6.279375480640124,4.629715428450784,5.79183162880629,5.117259280284618,63.57466063348416,51.66666666666667,66.3,1285,14.705882352941178,2087.5,2.812289736958011,49.0,86.0,68.5,110.85972850678732,1.37,1.72
80101100503,Cook,Belconnen,313.0,7.874015748031496,48.059358386738836,67.47456134579663,-19.415202959057794,3,Urban Core - Well Served,-0.10077417304297887,34.43195252424206,5.240976760103657,2.633038987927839,8.555642203771916,-0.6816264557404192,5.907213170555466,1.96680257747603,62.30031948881789,56.776556776556774,62.4,1340,12.460063897763575,2177.6,2.3732627044373733,49.0,86.0,68.5,156.54952076677316,1.37,1.72
80101100504,Cook,Belconnen,331.0,8.275862068965518,53.55056053760983,48.541934159379174,5.008626378230659,1,Oversupplied Suburban,0.14029330677376395,44.327888753539455,6.775816241609929,1.5000458273555886,6.987901066100788,1.28796100286473,7.419521868962438,0.8563402000030802,64.35045317220543,60.40955631399317,68.7,1494,16.314199395770395,1856.4,2.9561111034843104,6.0,9.0,12.0,18.12688821752266,1.7142857142857142,1.2857142857142858
80101100505,Cook,Belconnen,379.0,7.643312101910828,48.01441708045633,48.185057014034385,-0.17063993357805174,1,Oversupplied Suburban,0.16248821246341022,42.59326088050136,7.27772890991024,0.3655831920005878,4.963238806848975,2.6800732950618533,7.203180332119841,0.4401317697909874,62.26912928759894,58.895705521472394,63.6,1210,16.886543535620053,1902.0,2.751857019855462,6.0,9.0,12.0,15.8311345646438,1.7142857142857142,1.2857142857142858
80101100506,Cook,Belconnen,194.0,18.91891891891892,42.02382624151317,48.40148309536991,-6.377656853856742,1,Oversupplied Suburban,0.13348128421317174,38.811296809019105,12.417559160411258,6.501359758507661,11.623855728674515,7.295063190244404,14.179289856691796,4.739629062227124,56.70103092783505,62.71186440677966,57.2,1215,2.5773195876288657,1062.2,2.5774042803474755,6.0,9.0,12.0,30.927835051546392,1.7142857142857142,1.2857142857142858
80101100507,Cook,Belconnen,325.0,6.0344827586206895,54.24899588714945,66.800057177739,-12.551061290589558,3,Urban Core - Well Served,-0.060408751261556454,37.261878854550694,1.587900505449448,4.446582253171242,8.37825853626607,-2.343775777645381,3.784298965684405,2.2501837929362845,59.38461538461538,65.66037735849056,66.4,1604,17.53846153846154,2031.0,2.0185928154987516,49.0,86.0,68.5,150.76923076923077,1.37,1.72
80101100508,Cook,Belconnen,213.0,3.75,53.6847203141927,83.05802202802005,-29.373301713827345,3,Urban Core - Well Served,0.20252227725874297,29.746465831322997,5.748776362062527,-1.998776362062527,4.109729925430045,-0.3597299254300452,4.48517667427997,-0.7351766742799697,63.84976525821596,65.49707602339181,69.2,1445,14.084507042253522,2067.9,2.4021449370436074,82.0,93.0,132.0,384.9765258215962,1.5903614457831325,1.1204819277108433
80101100509,Cook,Belconnen,461.0,7.784431137724551,49.92422074803644,79.15896498195269,-29.234744233916253,3,Urban Core - Well Served,0.1873409592837216,31.5434618569953,6.59021387546205,1.1942172622625016,5.965389013399786,1.8190421243247652,6.8818845360316825,0.9025466016928688,64.20824295010846,54.57063711911358,69.2,1236,16.919739696312362,2500.8,4.132821537681704,82.0,93.0,132.0,177.87418655097613,1.5903614457831325,1.1204819277108433
80101100602,Dunlop,Belconnen,184.0,3.225806451612903,46.086600610059435,40.46441204288155,5.622188567177886,2,Suburban Baseline,0.14784605383161262,43.54101025833183,2.033900310839837,1.191906140773066,2.094278833365513,1.13152761824739,1.555030805075347,1.670775646537556,72.82608695652173,23.870967741935484,73.2,1193,16.847826086956523,1605.0,1.8514965274396855,0.0,2.0,0.0,0.0,0.0,2.0
80101100604,Dunlop,Belconnen,307.0,0.0,46.50561721597982,57.17438116353695,-10.668763947557132,1,Oversupplied Suburban,0.40040832932001624,37.88839329738164,0.4238387389239689,-0.4238387389239689,0.6359762153979122,-0.6359762153979122,0.1487994950038618,-0.1487994950038618,63.19218241042345,26.576576576576574,81.2,1187,14.98371335504886,2917.9,1.7316216510750972,31.0,49.0,42.5,100.9771986970684,1.328125,1.53125
80101100605,Dunlop,Belconnen,434.0,3.4482758620689653,47.52160724874644,57.271528150681654,-9.749920901935212,1,Oversupplied Suburban,0.45479326067107395,39.14778444821468,2.4626811561416053,0.98559470592736,2.151418306323259,1.2968575557457065,3.1132131450213487,0.3350627170476166,62.903225806451616,37.57961783439491,75.2,1241,18.433179723502302,1580.5,2.4440469976630785,31.0,49.0,42.5,71.42857142857143,1.328125,1.53125
80101100606,Dunlop,Belconnen,358.0,4.225352112676056,47.23360522376269,56.406235575698396,-9.172630351935709,1,Oversupplied Suburban,0.4272273553915079,38.84499280304594,3.557566671974312,0.6677854407017443,3.5693815214785856,0.6559705911974705,3.132079318882316,1.09327279379374,66.20111731843575,30.384615384615383,75.5,1208,13.966480446927374,3922.9,1.4975540119511015,31.0,49.0,42.5,86.59217877094973,1.328125,1.53125
80101100607,Dunlop,Belconnen,416.0,0.0,50.25217050896322,57.31938317310065,-7.067212664137429,1,Oversupplied Suburban,0.4297722617357617,40.09446324895177,1.7373609665297458,-1.7373609665297458,2.627951914917937,-2.627951914917937,1.8977764759248263,-1.8977764759248263,65.625,31.790123456790127,76.8,1341,19.951923076923077,3484.8,2.41085934973459,31.0,49.0,42.5,74.51923076923077,1.328125,1.53125
80101100608,Dunlop,Belconnen,476.0,2.1164021164021163,46.559100380296734,57.47059107143242,-10.91149069113569,1,Oversupplied Suburban,0.4367388021812808,38.978100352759206,1.767603106555906,0.3487990098462101,1.8140487341369151,0.3023533822652009,1.8892745570714131,0.2271275593307029,71.00840336134453,23.69146005509642,72.8,1137,20.798319327731093,3163.5,2.723048037375645,31.0,49.0,42.5,65.12605042016807,1.328125,1.53125
